area_identifier,area_name_en,area_name_ms,person_name_en,person_name_sl,post_role_en,post_role_ms,post_label_en,post_label_ms,on_behalf_of_name_en,on_behalf_of_name_ms,actual_party,start_date,end_date,person_id,membership_id,post_id,area_id,on_behalf_of_id
P134/N04,Lendu,Lendu,Ridhuan Affandi Abu Bakar,Ridhuan Affandi Bin Abu Bakar,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Lendu,,People’s Justice Party,Parti Keadilan Rakyat,PPBM,,,Autofilled,Autofilled,Autofilled,Autofilled,Autofilled
P134/N04,Lendu,Lendu,Sulaiman Md Ali,Sulaiman Bin Md Ali,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Lendu,,National Front,Barisan Nasional,UMNO,,,Autofilled,Autofilled,Autofilled,Autofilled,Autofilled
P134/N05,Taboh Naning,Taboh Naning,Asri Shaik Abdul Aziz,Asri Bin Shaik Abdul Aziz,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Taboh Naning,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P134/N05,Taboh Naning,Taboh Naning,Latipah Omar,Latipah Binti Omar,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Taboh Naning,,National Front,Barisan Nasional,UMNO,,,,,,,
P134/N05,Taboh Naning,Taboh Naning,Zairi Suboh,Zairi Bin Suboh,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Taboh Naning,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P135/N06,Rembia,Rembia,Mohammad Rashidi Abd Razak,Mohammad Rashidi Bin Abd Razak,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Rembia,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P135/N06,Rembia,Rembia,Muhammad Jailani Khamis,Muhammad Jailani Bin Khamis,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Rembia,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P135/N06,Rembia,Rembia,Norpipah Abdol,Norpipah Binti Abdol,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Rembia,,National Front,Barisan Nasional,UMNO,,,,,,,
P135/N07,Gadek,Gadek,Ermransyah Ismail,Ermransyah BIn Ismail,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Gadek,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P135/N07,Gadek,Gadek,Panirchelvam Pichamuthu,Panirchelvam A/L Pichamuthu,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Gadek,,National Front,Barisan Nasional,MIC,,,,,,,
P135/N07,Gadek,Gadek,Saminathan Ganesan,Saminathan A/L Ganesan,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Gadek,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P135/N08,Machap Jaya,Machap Jaya,Ginie Lim Siew Lin,Ginie Lim Siew Lin,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Machap Jaya,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P135/N08,Machap Jaya,Machap Jaya,Koh Nai Kwong,Koh Nai Kwong,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Machap Jaya,,National Front,Barisan Nasional,MCA,,,,,,,
P135/N08,Machap Jaya,Machap Jaya,Wan Zahidi Wan Ismail,Wan Zahidi Bin Wan Ismail,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Machap Jaya,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P135/N09,Durian Tunggal,Durian Tunggal,Ab Wahad Ab Latip,Ab Wahad Bin Ab Latip,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Durian Tunggal,,National Front,Barisan Nasional,UMNO,,,,,,,
P135/N09,Durian Tunggal,Durian Tunggal,Mohd Soft Abdul Wahab,Mohd Soft Bin Abdul Wahab,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Durian Tunggal,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P135/N09,Durian Tunggal,Durian Tunggal,Mohsin Ibrahim,Mohsin Bin Ibrahim,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Durian Tunggal,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P135/N10,Asahan,Asahan,Abdul Ghafar Atan,Abdul Ghafar Bin Atan,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Asahan,,National Front,Barisan Nasional,UMNO,,,,,,,
P135/N10,Asahan,Asahan,Azlan Maddin,Azlan Bin Maddin,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Asahan,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P135/N10,Asahan,Asahan,Zamzuri Arifin,Zamzuri Bin Arifin,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Asahan,,People’s Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,
P136/N11,Sungai Udang,Sungai Udang,Idris Haron,Idris Bin Haron,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Sungai Udang,,National Front,Barisan Nasional,UMNO,,,,,,,
P136/N11,Sungai Udang,Sungai Udang,Mohd Lokman Abdul Gani,Mohd Lokman Bin Abdul Gani,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Sungai Udang,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P136/N12,Pantai Kundor,Pantai Kundor,Abdul Halim Maidin,Abdul Halim Bin Maidin,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Pantai Kundor,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P136/N12,Pantai Kundor,Pantai Kundor,Juhari Osman,Juhari Bin Osman,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Pantai Kundor,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P136/N12,Pantai Kundor,Pantai Kundor,Nor Azman Hassan,Nor Azman Bin Hassan,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Pantai Kundor,,National Front,Barisan Nasional,UMNO,,,,,,,
P136/N13,Paya Rumput,Paya Rumput,Abu Bakar Mohamad Diah,Abu Bakar Bin Mohamad Diah,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Paya Rumput,,National Front,Barisan Nasional,UMNO,,,,,,,
P136/N13,Paya Rumput,Paya Rumput,Mohd Rafiq Naizamohideen,Mohd Rafiq Bin Naizamohideen,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Paya Rumput,,People’s Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,
P136/N13,Paya Rumput,Paya Rumput,Rafie Ahmad,Rafie BIn Ahmad,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Paya Rumput,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P136/N14,Kelebang,Kelebang,Gue Teck,Gue Teck,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Kelebang,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P136/N14,Kelebang,Kelebang,Lim Ban Hong,Lim Ban Hong,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Kelebang,,National Front,Barisan Nasional,MCA,,,,,,,
P136/N14,Kelebang,Kelebang,Mohd Shadiq Ismail,Mohd Shadiq Bin Ismail,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Kelebang,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P137/N15,Pengkalan Batu,Pengkalan Batu,Chua Lian Chye,Chua Lian Chye,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Pengkalan Batu,,National Front,Barisan Nasional,GERAKAN,,,,,,,
P137/N15,Pengkalan Batu,Pengkalan Batu,Norhizam Hassan Baktee,Norhizam Bin Hassan Baktee,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Pengkalan Batu,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P137/N15,Pengkalan Batu,Pengkalan Batu,Ramli Dalip,Ramli Bin Dalip,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Pengkalan Batu,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P137/N16,Ayer Keroh,Ayer Keroh,Chua Kheng Hwa,Chua Kheng Hwa,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Ayer Keroh,,National Front,Barisan Nasional,MCA,,,,,,,
P137/N16,Ayer Keroh,Ayer Keroh,Kerk Chee Yee,Kerk Chee Yee,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Ayer Keroh,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P137/N16,Ayer Keroh,Ayer Keroh,Sepri Rahman,Sepri Bin Rahman,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Ayer Keroh,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P137/N17,Bukit Katil,Bukit Katil,Adly Zahari,Adly Bin Zahari,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Bukit Katil,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P137/N17,Bukit Katil,Bukit Katil,Muhamat Puhat Bedol,Muhamat Puhat Bin Bedol,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Bukit Katil,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P137/N17,Bukit Katil,Bukit Katil,Yunus Hitam,Yunus Bin Hitam,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Bukit Katil,,National Front,Barisan Nasional,UMNO,,,,,,,
P137/N18,Ayer Molek,Ayer Molek,Farhan Ibrahim @ Alias,Farhan Bin Ibrahim @ Alias,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Ayer Molek,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P137/N18,Ayer Molek,Ayer Molek,Jantan Abdullah,Jantan Bin Abdullah,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Ayer Molek,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P137/N18,Ayer Molek,Ayer Molek,Kamarolzaman Mohd Jidi,Kamarolzaman Bin Mohd Jidi,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Ayer Molek,,Independent,Bebas,,,,,,,,
P137/N18,Ayer Molek,Ayer Molek,Rahmad Mariman,Rahmad Bin Mariman,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Ayer Molek,,National Front,Barisan Nasional,UMNO,,,,,,,
P138/N19,Kesidang,Kesidang,Goh Leong San,Goh Leong San,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Kesidang,,Independent,Bebas,,,,,,,,
P138/N19,Kesidang,Kesidang,Ng Choon Koon,Ng Choon Koon,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Kesidang,,National Front,Barisan Nasional,MCA,,,,,,,
P138/N19,Kesidang,Kesidang,Seah Shoo Chin,Seah Shoo Chin,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Kesidang,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P138/N20,Kota Laksamana,Kota Laksamana,Low Chee Leong,Low Chee Leong,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Kota Laksamana,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P138/N20,Kota Laksamana,Kota Laksamana,Melvin Chua Kew Wei,Melvin Chua Kew Wei,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Kota Laksamana,,National Front,Barisan Nasional,MCA,,,,,,,
P138/N20,Kota Laksamana,Kota Laksamana,Sim Tong Him,Sim Tong Him,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Kota Laksamana,,Independent,Bebas,,,,,,,,
P138/N21,Duyong,Duyong,Damian Yeo Shen Li,Damian Yeo Shen Li,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Duyong,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P138/N21,Duyong,Duyong,Kamarudin Sedik,Kamarudin Bin Sedik,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Duyong,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P138/N21,Duyong,Duyong,Lee Kiat Lee,Lee Kiat Lee,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Duyong,,National Front,Barisan Nasional,MCA,,,,,,,
P138/N21,Duyong,Duyong,Lim Jak Wong,Lim Jak Wong,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Duyong,,Independent,Bebas,,,,,,,,
P138/N22,Bandar Hilir,Bandar Hilir,Chin Choong Seong,Chin Choong Seong,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Bandar Hilir,,Independent,Bebas,,,,,,,,
P138/N22,Bandar Hilir,Bandar Hilir,Lee Chong Leng,Lee Chong Leng,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Bandar Hilir,,National Front,Barisan Nasional,MCA,,,,,,,
P138/N22,Bandar Hilir,Bandar Hilir,Tey Kok Kiew,Tey Kok Kiew,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Bandar Hilir,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P138/N23,Telok Mas,Telok Mas,Abdul Razak Abdul Rahman,Abdul Razak Bin Abdul Rahman,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Telok Mas,,National Front,Barisan Nasional,UMNO,,,,,,,
P138/N23,Telok Mas,Telok Mas,Noor Effandi Ahmad,Noor Effandi Bin Ahmad,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Telok Mas,,People’s Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,
P138/N23,Telok Mas,Telok Mas,Rosazli Md Yasin,Rosazli Bin Md Yasin,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Telok Mas,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P139/N24,Bemban,Bemban,Koh Chin Han,Koh Chin Han,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Bemban,,National Front,Barisan Nasional,MCA,,,,,,,
P139/N24,Bemban,Bemban,Suhaimi Harun,Suhaimi Bin Harun,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Bemban,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P139/N24,Bemban,Bemban,Wong Fort Pin,Wong Fort Pin,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Bemban,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P139/N25,Rim,Rim,Ghazale Muhamad,Ghazale Bin Muhamad,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Rim,,National Front,Barisan Nasional,UMNO,,,,,,,
P139/N25,Rim,Rim,Kintan Man,Kintan Binti Man,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Rim,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P139/N25,Rim,Rim,Shamsul Iskandar @ Yusre Mohd Akin,Shamsul Iskandar @ Yusre Bin Mohd Akin,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Rim,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P139/N26,Serkam,Serkam,Ahmad Bilal Rahudin,Ahmad Bilal Bin Rahudin,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Serkam,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P139/N26,Serkam,Serkam,Nor Khairi Yusof,Nor Khairi Bin Yusof,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Serkam,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P139/N26,Serkam,Serkam,Zaidi Attan,Zaidi Bin Attan,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Serkam,,National Front,Barisan Nasional,UMNO,,,,,,,
P139/N27,Merlimau,Merlimau,Abdul Malek Yusof,Abdul Malek Bin Yusof,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Merlimau,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P139/N27,Merlimau,Merlimau,Roslan Ahmad,Roslan Bin Ahmad,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Merlimau,,National Front,Barisan Nasional,UMNO,,,,,,,
P139/N27,Merlimau,Merlimau,Yuhaizad Abdullah,Yuhaizad Bin Abdullah,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Merlimau,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P139/N28,Sungai Rambai,Sungai Rambai,Azalina Abdul Rahman,Azalina Binti Abdul Rahman,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Sungai Rambai,,People’s Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,
P139/N28,Sungai Rambai,Sungai Rambai,Hasan Abd Rahman,Hasan Bin Abd Rahman,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Sungai Rambai,,National Front,Barisan Nasional,UMNO,,,,,,,
P139/N28,Sungai Rambai,Sungai Rambai,Zakariya Kasnin,Zakariya Bin Kasnin,GE14 Candidate for Melaka State Assembly,,GE14 Candidate State Representative for Sungai Rambai,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
