area_identifier,area_name_en,area_name_ms,person_name_en,person_name_ms,post_role_en,post_role_ms,post_label_en,post_label_ms,on_behalf_of_name_en,on_behalf_of_name_ms,actual_party,start_date,end_date,person_id,membership_id,post_id,area_id,on_behalf_of_id
P102/N27,Balakong,Balakong,Mohamad Ibrahim Bin Ghazali,Mohamad Ibrahim Bin Ghazali,GE14 Candidate for Selangor State Assembly,,State Representative for Balakong,PRU14 Calon ADUN Balakong,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P102/N27,Balakong,Balakong,Ng Tien Chee,Ng Tien Chee,GE14 Candidate for Selangor State Assembly,,State Representative for Balakong,PRU14 Calon ADUN Balakong,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,536309c319ee29270d8a9e26
P103/N28,Seri Kembangan,Seri Kembangan,Chang Toong Woh,Chang Toong Woh,GE14 Candidate for Selangor State Assembly,,State Representative for Seri Kembangan,PRU14 Calon ADUN Seri Kembangan,National Front,Barisan Nasional,MCA,,,,,,,545de8605222837c2c05869e
P103/N28,Seri Kembangan,Seri Kembangan,Ean Yong Hian Wah,Ean Yong Hian Wah,GE14 Candidate for Selangor State Assembly,,State Representative for Seri Kembangan,PRU14 Calon ADUN Seri Kembangan,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,536309c319ee29270d8a9e26
P103/N29,Seri Serdang,Seri Serdang,Mohamad Satim Bin Diman,Mohamad Satim Bin Diman,GE14 Candidate for Selangor State Assembly,,State Representative for Seri Serdang,PRU14 Calon ADUN Seri Serdang,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P103/N29,Seri Serdang,Seri Serdang,Noor Hanim Binti Ismail,Noor Hanim Binti Ismail,GE14 Candidate for Selangor State Assembly,,State Representative for Seri Serdang,PRU14 Calon ADUN Seri Serdang,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P103/N29,Seri Serdang,Seri Serdang,Siti Mariah Binti Mahmud,Siti Mariah Binti Mahmud,GE14 Candidate for Selangor State Assembly,,State Representative for Seri Serdang,PRU14 Calon ADUN Seri Serdang,People's Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,536309c319ee29270d8a9e26
P104/N30,Kinrara,Kinrara,Chiew Kai Heng,Chiew Kai Heng,GE14 Candidate for Selangor State Assembly,,State Representative for Kinrara,PRU14 Calon ADUN Kinrara,National Front,Barisan Nasional,MCA,,,,,,,545de8605222837c2c05869e
P104/N30,Kinrara,Kinrara,Lim Ying Ran,Lim Ying Ran,GE14 Candidate for Selangor State Assembly,,State Representative for Kinrara,PRU14 Calon ADUN Kinrara,Malaysia National Alliance Party,Parti Ikatan Bangsa Malaysia,IKATAN,,,,,,,33ec61858ea44e0dbfe68f612006f5f9
P104/N30,Kinrara,Kinrara,Ng Sze Han,Ng Sze Han,GE14 Candidate for Selangor State Assembly,,State Representative for Kinrara,PRU14 Calon ADUN Kinrara,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,536309c319ee29270d8a9e26
P104/N31,Subang Jaya,Subang Jaya,Chong Ah Watt,Chong Ah Watt,GE14 Candidate for Selangor State Assembly,,State Representative for Subang Jaya,PRU14 Calon ADUN Subang Jaya,National Front,Barisan Nasional,MCA,,,,,,,545de8605222837c2c05869e
P104/N31,Subang Jaya,Subang Jaya,Toh Sin Wah,Toh Sin Wah,GE14 Candidate for Selangor State Assembly,,State Representative for Subang Jaya,PRU14 Calon ADUN Subang Jaya,Independent,Bebas,BEBAS,,,,,,,545de8685222837c2c0586cc
P104/N31,Subang Jaya,Subang Jaya,Michelle Ng Mei Sze,Michelle Ng Mei Sze,GE14 Candidate for Selangor State Assembly,,State Representative for Subang Jaya,PRU14 Calon ADUN Subang Jaya,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,536309c319ee29270d8a9e26
P105/N32,Seri Setia,Seri Setia,Shaharuddin Bin Badaruddin,Shaharuddin Bin Badaruddin,GE14 Candidate for Selangor State Assembly,,State Representative for Seri Setia,PRU14 Calon ADUN Seri Setia,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,536309c319ee29270d8a9e26
P105/N32,Seri Setia,Seri Setia,Yusoff Bin M Haniff,Yusoff Bin M Haniff,GE14 Candidate for Selangor State Assembly,,State Representative for Seri Setia,PRU14 Calon ADUN Seri Setia,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P105/N32,Seri Setia,Seri Setia,Mohd Ghazali Bin Daud,Mohd Ghazali Bin Daud,GE14 Candidate for Selangor State Assembly,,State Representative for Seri Setia,PRU14 Calon ADUN Seri Setia,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P105/N32,Seri Setia,Seri Setia,Vigneswaran A/L T Subramaniam,Vigneswaran A/L T Subramaniam,GE14 Candidate for Selangor State Assembly,,State Representative for Seri Setia,PRU14 Calon ADUN Seri Setia,Independent,Bebas,BEBAS,,,,,,,545de8685222837c2c0586cc
P105/N33,Taman Medan,Taman Medan,Syamsul Firdaus Mohamed Supri,Syamsul Firdaus Bin Mohamed Supri,GE14 Candidate for Selangor State Assembly,,State Representative for Taman Medan,PRU14 Calon ADUN Taman Medan,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,536309c319ee29270d8a9e26
P105/N33,Taman Medan,Taman Medan,Abdul Mutalif Bin Abdul Rahim,Abdul Mutalif Bin Abdul Rahim,GE14 Candidate for Selangor State Assembly,,State Representative for Taman Medan,PRU14 Calon ADUN Taman Medan,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P105/N33,Taman Medan,Taman Medan,Ariffin Bin Mahaiyuddin,Ariffin Bin Mahaiyuddin,GE14 Candidate for Selangor State Assembly,,State Representative for Taman Medan,PRU14 Calon ADUN Taman Medan,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P105/N34,Bukit Gasing,Bukit Gasing,David Sew Kah Heng,David Sew Kah Heng,GE14 Candidate for Selangor State Assembly,,State Representative for Bukit Gasing,PRU14 Calon ADUN Bukit Gasing,Malaysia National Alliance Party,Parti Ikatan Bangsa Malaysia,IKATAN,,,,,,,33ec61858ea44e0dbfe68f612006f5f9
P105/N34,Bukit Gasing,Bukit Gasing,Rajiv A/L Rishyakaran,Rajiv A/L Rishyakaran,GE14 Candidate for Selangor State Assembly,,State Representative for Bukit Gasing,PRU14 Calon ADUN Bukit Gasing,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,536309c319ee29270d8a9e26
P105/N34,Bukit Gasing,Bukit Gasing,Chai Ko Thing,Chai Ko Thing,GE14 Candidate for Selangor State Assembly,,State Representative for Bukit Gasing,PRU14 Calon ADUN Bukit Gasing,National Front,Barisan Nasional,GERAKAN,,,,,,,545de8605222837c2c05869e
P106/N35,Kampung Tunku,Kampung Tunku,Tan Gim Tuan,Tan Gim Tuan,GE14 Candidate for Selangor State Assembly,,State Representative for Kampung Tunku,PRU14 Calon ADUN Kampung Tunku,National Front,Barisan Nasional,MCA,,,,,,,545de8605222837c2c05869e
P106/N35,Kampung Tunku,Kampung Tunku,Lim Yi Wei,Lim Yi Wei,GE14 Candidate for Selangor State Assembly,,State Representative for Kampung Tunku,PRU14 Calon ADUN Kampung Tunku,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,536309c319ee29270d8a9e26
P106/N36,Bandar Utama,Bandar Utama,Ch'ng Soo Chau,Ch'ng Soo Chau,GE14 Candidate for Selangor State Assembly,,State Representative for Bandar Utama,PRU14 Calon ADUN Bandar Utama,National Front,Barisan Nasional,MCA,,,,,,,545de8605222837c2c05869e
P106/N36,Bandar Utama,Bandar Utama,Jamaliah Binti Jamaluddin,Jamaliah Binti Jamaluddin,GE14 Candidate for Selangor State Assembly,,State Representative for Bandar Utama,PRU14 Calon ADUN Bandar Utama,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,536309c319ee29270d8a9e26
P106/N36,Bandar Utama,Bandar Utama,Chong Fook Meng,Chong Fook Meng,GE14 Candidate for Selangor State Assembly,,State Representative for Bandar Utama,PRU14 Calon ADUN Bandar Utama,Independent,Bebas,BEBAS,,,,,,,545de8685222837c2c0586cc
P106/N37,Bukit Lanjan,Bukit Lanjan,Wong Keat Ping,Wong Keat Ping,GE14 Candidate for Selangor State Assembly,,State Representative for Bukit Lanjan,PRU14 Calon ADUN Bukit Lanjan,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,536309c319ee29270d8a9e26
P106/N37,Bukit Lanjan,Bukit Lanjan,Syed Abdul Razak Bin Syed Long Alsagoff,Syed Abdul Razak Bin Syed Long Alsagoff,GE14 Candidate for Selangor State Assembly,,State Representative for Bukit Lanjan,PRU14 Calon ADUN Bukit Lanjan,National Front,Barisan Nasional,GERAKAN,,,,,,,545de8605222837c2c05869e
P107/N38,Paya Jaras,Paya Jaras,Zein Isma Ismail,Zein Isma Ismail,GE14 Candidate for Selangor State Assembly,,State Representative for Paya Jaras,PRU14 Calon ADUN Paya Jaras,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P107/N38,Paya Jaras,Paya Jaras,Hanafi Bin Zulkapli,Hanafi Bin Zulkapli,GE14 Candidate for Selangor State Assembly,,State Representative for Paya Jaras,PRU14 Calon ADUN Paya Jaras,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P107/N38,Paya Jaras,Paya Jaras,Mohd Khairuddin Bin Othman,Mohd Khairuddin Bin Othman,GE14 Candidate for Selangor State Assembly,,State Representative for Paya Jaras,PRU14 Calon ADUN Paya Jaras,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,536309c319ee29270d8a9e26
P107/N39,Kota Damansara,Kota Damansara,Shatiri Bin Mansor,Shatiri Bin Mansor,GE14 Candidate for Selangor State Assembly,,State Representative for Kota Damansara,PRU14 Calon ADUN Kota Damansara,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,536309c319ee29270d8a9e26
P107/N39,Kota Damansara,Kota Damansara,Halimaton Saadiah Binti Bohan,Halimaton Saadiah Binti Bohan,GE14 Candidate for Selangor State Assembly,,State Representative for Kota Damansara,PRU14 Calon ADUN Kota Damansara,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P107/N39,Kota Damansara,Kota Damansara,Sivarajan A/L Arumugam,Sivarajan A/L Arumugam,GE14 Candidate for Selangor State Assembly,,State Candidate for Kota Damansara,PRU14 Calon ADUN Kota Damansara,Socialist Party Malaysia,Parti Socialist Malaysia,PSM,,,,,,,536318c119ee29270d8a9e69
P107/N39,Kota Damansara,Kota Damansara,Siti Rohaya Binti Ahad,Siti Rohaya Binti Ahad,GE14 Candidate for Selangor State Assembly,,State Candidate for Kota Damansara,PRU14 Calon ADUN Kota Damansara,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P108/N40,Kota Anggerik,Kota Anggerik,Mohd Najwan Bin Halimi,Mohd Najwan Bin Halimi,GE14 Candidate for Selangor State Assembly,,State Representative for Kota Angerrik,PRU14 Calon ADUN Kota Anggerik,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,536309c319ee29270d8a9e26
P108/N40,Kota Anggerik,Kota Anggerik,Jumaeah Binti Masdi,Jumaeah Binti Masdi,GE14 Candidate for Selangor State Assembly,,State Representative for Kota Angerrik,PRU14 Calon ADUN Kota Anggerik,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P108/N40,Kota Anggerik,Kota Anggerik,Ahmad Dusuki Bin Abd Rani,Ahmad Dusuki Bin Abd Rani,GE14 Candidate for Selangor State Assembly,,State Representative for Kota Angerrik,PRU14 Calon ADUN Kota Anggerik,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P108/N41,Batu Tiga,Batu Tiga,Rodziah Binti Ismail,Rodziah Binti Ismail,GE14 Candidate for Selangor State Assembly,,State Representative for Batu Tiga,PRU14 Calon ADUN Batu Tiga,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,536309c319ee29270d8a9e26
P108/N41,Batu Tiga,Batu Tiga,Ahmad Mua'adzam Shah Bin Ya'akop,Ahmad Mua'adzam Shah Bin Ya'akop,GE14 Candidate for Selangor State Assembly,,State Representative for Batu Tiga,PRU14 Calon ADUN Batu Tiga,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P108/N41,Batu Tiga,Batu Tiga,Abdul Halim Bin Omar,Abdul Halim Bin Omar,GE14 Candidate for Selangor State Assembly,,State Representative for Batu Tiga,PRU14 Calon ADUN Batu Tiga,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P109/N42,Meru,Meru,Khairul Anuar Bin Saimun,Khairul Anuar Bin Saimun,GE14 Candidate for Selangor State Assembly,,State Representative for Meru,PRU14 Calon ADUN Meru,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P109/N42,Meru,Meru,Manikavasagam A/L Sundaram,Manikavasagam A/L Sundaram,GE14 Candidate for Selangor State Assembly,,State Representative for Meru,PRU14 Calon ADUN Meru,Malaysian People's Party,Parti Rakyat Malaysia,PRM,,,,,,,545de8675222837c2c0586c6
P109/N42,Meru,Meru,Noor Najhan Bin Mohamad Salleh,Noor Najhan Bin Mohamad Salleh,GE14 Candidate for Selangor State Assembly,,State Representative for Meru,PRU14 Calon ADUN Meru,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P109/N42,Meru,Meru,Shee Chee Weng,Shee Chee Weng,GE14 Candidate for Selangor State Assembly,,State Representative for Meru,PRU14 Calon ADUN Meru,Independent,Bebas,BEBAS,,,,,,,545de8685222837c2c0586cc
P109/N42,Meru,Meru,Mohd Fakhrulrazi Bin Mohd Mokhtar,Mohd Fakhrulrazi Bin Mohd Mokhtar,GE14 Candidate for Selangor State Assembly,,State Representative for Meru,PRU14 Calon ADUN Meru,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,536309c319ee29270d8a9e26
P109/N43,Sementa,Sementa,Daroyah Binti Alwi,Daroyah Binti Alwi,GE14 Candidate for Selangor State Assembly,,State Candidate for Sementa,PRU14 Calon ADUN Sementa,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,536309c319ee29270d8a9e26
P109/N43,Sementa,Sementa,Saroni Bin Judi,Saroni Bin Judi,GE14 Candidate for Selangor State Assembly,,State Candidate for Sementa,PRU14 Calon ADUN Sementa,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P109/N43,Sementa,Sementa,Wan Hasrina Binti Wan Hassan,Wan Hasrina Binti Wan Hassan,GE14 Candidate for Selangor State Assembly,,State Candidate for Sementa,PRU14 Calon ADUN Sementa,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P109/N43,Sementa,Sementa,Gandhi A/P Nagamuthu,Gandhi A/P Nagamuthu,GE14 Candidate for Selangor State Assembly,,State Candidate for Sementa,PRU14 Calon ADUN Sementa,Malaysian People's Party,Parti Rakyat Malaysia,PRM,,,,,,,545de8675222837c2c0586c6
P109/N44,Selat Klang,Selat Klang,Mohd Khairi Bin Hussin,Mohd Khairi Bin Hussin,GE14 Candidate for Selangor State Assembly,,State Candidate for Selat Klang,PRU14 Calon ADUN Selat Klang,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P109/N44,Selat Klang,Selat Klang,Halimah Ali,Halimah Ali,GE14 Candidate for Selangor State Assembly,,State Candidate for Selat Klang,PRU14 Calon ADUN Selat Klang,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P109/N44,Selat Klang,Selat Klang,Abdul Rashid Bin Asari,Abdul Rashid Bin Asari,GE14 Candidate for Selangor State Assembly,,State Candidate for Selat Klang,PRU14 Calon ADUN Selat Klang,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,536309c319ee29270d8a9e26
P109/N44,Selat Klang,Selat Klang,Jeichandran A/L Wadivelu,Jeichandran A/L Wadivelu,GE14 Candidate for Selangor State Assembly,,State Candidate for Selat Klang,PRU14 Calon ADUN Selat Klang,Malaysian People's Party,Parti Rakyat Malaysia,PRM,,,,,,,545de8675222837c2c0586c6
P109/N44,Selat Klang,Selat Klang,Zainal Azwar Bin Kamaruddin,Zainal Azwar Bin Kamaruddin,GE14 Candidate for Selangor State Assembly,,State Candidate for Selat Klang,PRU14 Calon ADUN Selat Klang,Independent,Bebas,BEBAS,,,,,,,545de8685222837c2c0586cc
P110/N45,Bandar Baru Klang,Bandar Baru Klang,Teoh Kah Yeong,Teoh Kah Yeong,GE14 Candidate for Selangor State Assembly,,State Candidate Bandar Baru Klang,PRU14 Calon ADUN Bandar Baru Klang,National Front,Barisan Nasional,MCA,,,,,,,545de8605222837c2c05869e
P110/N45,Bandar Baru Klang,Bandar Baru Klang,Teng Chang Khim,Teng Chang Khim,GE14 Candidate for Selangor State Assembly,,State Candidate Bandar Baru Klang,PRU14 Calon ADUN Bandar Baru Klang,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,536309c319ee29270d8a9e26
P110/N46,Pelabuhan Klang,Pelabuhan Klang,Azmizam Bin Zaman Huri,Azmizam Bin Zaman Huri,GE14 Candidate for Selangor State Assembly,,State Candidate for Pelabuhan Klang,PRU14 Calon ADUN Pelabuhan Klang,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,536309c319ee29270d8a9e26
P110/N46,Pelabuhan Klang,Pelabuhan Klang,Sheikh Rajesh Sheikh Ahmad,Sheikh Rajesh Sheikh Ahmad,GE14 Candidate for Selangor State Assembly,,State Candidate for Pelabuhan Klang,PRU14 Calon ADUN Pelabuhan Klang,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P110/N46,Pelabuhan Klang,Pelabuhan Klang,Shanmugasundram A/L Veerappan,Shanmugasundram A/L Veerappan,GE14 Candidate for Selangor State Assembly,,State Candidate for Pelabuhan Klang,PRU14 Calon ADUN Pelabuhan Klang,Malaysia Socialist Party,Parti Socialis Malaysia,PSM,,,,,,,536318c119ee29270d8a9e69
P110/N46,Pelabuhan Klang,Pelabuhan Klang,Khalid Bin Nayan,Khalid Bin Nayan,GE14 Candidate for Selangor State Assembly,,State Candidate for Pelabuhan Klang,PRU14 Calon ADUN Pelabuhan Klang,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P110/N47,Pandamaran,Pandamaran,Tee Hooi Ling,Tee Hooi Ling,GE14 Candidate for Selangor State Assembly,,State Candidate for Pandamaran,PRU14 Calon ADUN Pandamaran,National Front,Barisan Nasional,MCA,,,,,,,545de8605222837c2c05869e
P110/N47,Pandamaran,Pandamaran,Santokh Singh A/L Gurdev Singh,Santokh Singh A/L Gurdev Singh,GE14 Candidate for Selangor State Assembly,,State Candidate for Pandamaran,PRU14 Calon ADUN Pandamaran,Malaysia National Alliance Party,Parti Ikatan Bangsa Malaysia,IKATAN,,,,,,,33ec61858ea44e0dbfe68f612006f5f9
P110/N47,Pandamaran,Pandamaran,Leong Tuck Chee,Leong Tuck Chee,GE14 Candidate for Selangor State Assembly,,State Candidate for Pandamaran,PRU14 Calon ADUN Pandamaran,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,536309c319ee29270d8a9e26
P111/N48,Sentosa,Sentosa,Gunarajah A/L R George,Gunarajah A/L R George,GE14 Candidate for Selangor State Assembly,,State Candidate for Sentosa,PRU14 Calon ADUN Sentosa,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,536309c319ee29270d8a9e26
P111/N48,Sentosa,Sentosa,Subramaniam A/L T Retnam,Subramaniam A/L T Retnam,GE14 Candidate for Selangor State Assembly,,State Candidate for Sentosa,PRU14 Calon ADUN Sentosa,National Front,Barisan Nasional,MIC,,,,,,,545de8605222837c2c05869e
P111/N48,Sentosa,Sentosa,Rajan A/L Manikesavan,Rajan A/L Manikesavan,GE14 Candidate for Selangor State Assembly,,State Candidate for Sentosa,PRU14 Calon ADUN Sentosa,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P111/N48,Sentosa,Sentosa,Telaiamblam A/L Mariappan,Telaiamblam A/L Mariappan,GE14 Candidate for Selangor State Assembly,,State Candidate for Sentosa,PRU14 Calon ADUN Sentosa,Malaysian People's Party,Parti Rakyat Malaysia,PRM,,,,,,,545de8675222837c2c0586c6
P111/N48,Sentosa,Sentosa,Sundarajoo A/L A.Periasamy,Sundarajoo A/L A.Periasamy,GE14 Candidate for Selangor State Assembly,,State Candidate for Sentosa,PRU14 Calon ADUN Sentosa,Independent,Bebas,BEBAS,,,,,,,545de8685222837c2c0586cc
P111/N49,Sungai Kandis,Sungai Kandis,Mat Shuhaimi Bin Shafiei,Mat Shuhaimi Bin Shafiei,GE14 Candidate for Selangor State Assembly,,State Representative for Sungai Kandis,PRU14 Calon ADUN Sungai Kandis,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,536309c319ee29270d8a9e26
P111/N49,Sungai Kandis,Sungai Kandis,Kamaruzzaman Bin Johari,Kamaruzzaman Bin Johari,GE14 Candidate for Selangor State Assembly,,State Representative for Sungai Kandis,PRU14 Calon ADUN Sungai Kandis,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P111/N49,Sungai Kandis,Sungai Kandis,Hanafiah Bin Husin,Hanafiah Bin Husin,GE14 Candidate for Selangor State Assembly,,State Representative for Sungai Kandis,PRU14 Calon ADUN Sungai Kandis,Malaysian People's Party,Parti Rakyat Malaysia,PRM,,,,,,,545de8675222837c2c0586c6
P111/N49,Sungai Kandis,Sungai Kandis,Mohd Yusof Bin Abdullah,Mohd Yusof Bin Abdullah,GE14 Candidate for Selangor State Assembly,,State Representative for Sungai Kandis,PRU14 Calon ADUN Sungai Kandis,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P111/N50,Kota Kemuning,Kota Kemuning,Tiew Hock Huat,Tiew Hock Huat,GE14 Candidate for Selangor State Assembly,,State Representative for Kota Kemuning,PRU14 Calon ADUN Kota Kemuning,National Front,Barisan Nasional,GERAKAN,,,,,,,545de8605222837c2c05869e
P111/N50,Kota Kemuning,Kota Kemuning,Abdul Razak Bin Ismail,Abdul Razak Bin Ismail,GE14 Candidate for Selangor State Assembly,,State Representative for Kota Kemuning,PRU14 Calon ADUN Kota Kemuning,Malaysia Socialist Party,Parti Socialis Malaysia,PSM,,,,,,,536318c119ee29270d8a9e69
P111/N50,Kota Kemuning,Kota Kemuning,Burhan Bin Adnan,Burhan Bin Adnan,GE14 Candidate for Selangor State Assembly,,State Representative for Kota Kemuning,PRU14 Calon ADUN Kota Kemuning,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P111/N50,Kota Kemuning,Kota Kemuning,Ganabatirau A/L Veraman,Ganabatirau A/L Veraman,GE14 Candidate for Selangor State Assembly,,State Representative for Kota Kemuning,PRU14 Calon ADUN Kota Kemuning,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,536309c319ee29270d8a9e26
P111/N50,Kota Kemuning,Kota Kemuning,Rajasekaran A/L Soundarapandy,Rajasekaran A/L Soundarapandy,GE14 Candidate for Selangor State Assembly,,State Representative for Kota Kemuning,PRU14 Calon ADUN Kota Kemuning,Independent,Bebas,BEBAS,,,,,,,545de8685222837c2c0586cc
P112/N51,Sijangkang,Sijangkang,Sulaiman Bin Mohd Karli,Sulaiman Bin Mohd Karli,GE14 Candidate for Selangor State Assembly,,State Representative for Sijangkang,PRU14 Calon ADUN Sijankang,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P112/N51,Sijangkang,Sijangkang,Mohd Hamidi Bin Abu Bakar,Mohd Hamidi Bin Abu Bakar,GE14 Candidate for Selangor State Assembly,,State Representative for Sijangkang,PRU14 Calon ADUN Sijankang,People’s Justice Party,Parti Keadilan Rakyat,BERSATU,,,,,,,536309c319ee29270d8a9e26
P112/N51,Sijangkang,Sijangkang,Ahmad Yunus Bin Hairi,Ahmad Yunus Bin Hairi,GE14 Candidate for Selangor State Assembly,,State Representative for Sijangkang,PRU14 Calon ADUN Sijankang,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P112/N52,Banting,Banting,Ng Siok Hwa,Ng Siok Hwa,GE14 Candidate for Selangor State Assembly,,State Representative for Banting,PRU14 Calon ADUN Banting,National Front,Barisan Nasional,MCA,,,,,,,545de8605222837c2c05869e
P112/N52,Banting,Banting,Lau Weng San,Lau Weng San,GE14 Candidate for Selangor State Assembly,,State Representative for Banting,PRU14 Calon ADUN Banting,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,536309c319ee29270d8a9e26
P112/N52,Banting,Banting,Tan Choon Swee,Tan Choon Swee,GE14 Candidate for Selangor State Assembly,,State Representative for Banting,PRU14 Calon ADUN Banting,Malaysian People's Party,Parti Rakyat Malaysia,PRM,,,,,,,545de8675222837c2c0586c6
P112/N53,Morib,Morib,Rozana Binti Kamarulzaman,Rozana Binti Kamarulzaman,GE14 Candidate for Selangor State Assembly,,State Representative for Morib,PRU14 Calon ADUN Morib,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P112/N53,Morib,Morib,Mohammad Sallehuddin Bin Hafiz,Mohammad Sallehuddin Bin Hafiz,GE14 Candidate for Selangor State Assembly,,State Representative for Morib,PRU14 Calon ADUN Morib,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P112/N53,Morib,Morib,Hasnul Bin Baharuddin,Hasnul Bin Baharuddin,GE14 Candidate for Selangor State Assembly,,State Representative for Morib,PRU14 Calon ADUN Morib,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,536309c319ee29270d8a9e26
P113/N54,Tanjong Sepat,Tanjong Sepat,Borhan Bin Aman Shah,Borhan Bin Aman Shah,GE14 Candidate for Selangor State Assembly,,State Representative for Tanjong Sepat,PRU14 Calon ADUN Tanjong Sepat,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,536309c319ee29270d8a9e26
P113/N54,Tanjong Sepat,Tanjong Sepat,Karim Bin Mansor,Karim Bin Mansor,GE14 Candidate for Selangor State Assembly,,State Representative for Tanjong Sepat,PRU14 Calon ADUN Tanjong Sepat,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P113/N54,Tanjong Sepat,Tanjong Sepat,Mohd Haslin Bin Hassan,Mohd Haslin Bin Hassan,GE14 Candidate for Selangor State Assembly,,State Representative for Tanjong Sepat,PRU14 Calon ADUN Tanjong Sepat,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P113/N55,Dengkil,Dengkil,Shahrum Bin Mohd Sharif,Shahrum Bin Mohd Sharif,GE14 Candidate for Selangor State Assembly,,State Representative for Dengkil,PRU14 Calon ADUN Dengkil,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P113/N55,Dengkil,Dengkil,Adhif Syan Bin Abdullah,Adhif Syan Bin Abdullah,GE14 Candidate for Selangor State Assembly,,State Representative for Dengkil,PRU14 Calon ADUN Dengkil,People's Justice Party,Parti Keadilan Rakyat,BERSATU,,,,,,,536309c319ee29270d8a9e26
