area_identifier,area_name_en,area_name_ms,person_name_en,person_name_ms,post_role_en,post_role_ms,post_label_en,post_label_ms,on_behalf_of_name_en,on_behalf_of_name_ms,actual_party,post_role_en,post_role_ms,post_label_en,post_label_ms,start_date,end_date,person_id,membership_id,post_id,area_id,on_behalf_of_id
P148,Ayer Hitam,Ayer Hitam,Liew Chin Tong,Liew Chin Tong,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Ayer Hitam,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,,,,,
P148,Ayer Hitam,Ayer Hitam,Mardi Marwan,Mardi Bin Marwan,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Ayer Hitam,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P148,Ayer Hitam,Ayer Hitam,Wee Ka Siong,Wee Ka Siong,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Ayer Hitam,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P149,Sri Gading,Sri Gading,Ab Aziz Kaprawi,Ab Aziz Bin Kaprawi,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sri Gading,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P149,Sri Gading,Sri Gading,M Ash'ari Sidon,M Ash'ari Bin Sidon,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sri Gading,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P149,Sri Gading,Sri Gading,Sharuddin Md Salleh,Sharuddin Bin Md Salleh,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sri Gading,,People's Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,,,,,
P150,Batu Pahat,Batu Pahat,Haliza Abdullah,Haliza Binti Abdullah,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Batu Pahat,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P150,Batu Pahat,Batu Pahat,Mahfodz Mohamed,Mahfodz Bin Mohamed,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Batu Pahat,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P150,Batu Pahat,Batu Pahat,Mohd Rashid Hasnon,Mohd Rashid Bin Hasnon,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Batu Pahat,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P151,Simpang Renggam,Simpang Renggam,Liang Teck Meng,Liang Teck Meng,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Simpang Renggam,,National Front,Barisan Nasional,GERAKAN,,,,,,,,,,,
P151,Simpang Renggam,Simpang Renggam,Mazlee Malik,Mazlee Bin Malik,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Simpang Renggam,,People's Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,,,,,
P151,Simpang Renggam,Simpang Renggam,Mohd Jubri Selamat,Mohd Jubri Bin Selamat,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Simpang Renggam,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P152,Kluang,Kluang,Gan Ping Shou @ Gan Ping Sieu,Gan Ping Shou @ Gan Ping Sieu,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kluang,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P152,Kluang,Kluang,Muhammad Hasbullah Md Najib,Muhammad Hasbullah Bin Md Najib,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kluang,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P152,Kluang,Kluang,Wong Shu Qi,Wong Shu Qi,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kluang,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,,,,,
P153,Sembrong,Sembrong,Hishammudin Hussein,Hishammudin Bin Hussein,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sembrong,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P153,Sembrong,Sembrong,Onn Abu Bakar,Onn Bin Abu Bakar,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sembrong,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P154,Mersing,Mersing,A. Rahman A. Hamid,A. Rahman Bin A. Hamid,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Mersing,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P154,Mersing,Mersing,Abd Latiff Ahmad,Abd Latiff Ahmad,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Mersing,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P154,Mersing,Mersing,Md Nasir Hashim,Md Nasir Bin Hashim,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Mersing,,People's Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,,,,,
P155,Tenggara,Tenggara,Adham Baba,Adham Bin Baba,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tenggara,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P155,Tenggara,Tenggara,Norjepri Mohamed Jelani,Norjepri Bin Mohamed Jelani,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tenggara,,People's Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,,,,,
P155,Tenggara,Tenggara,Yuhanita Yunan,Yuhanita Binti Yunan,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tenggara,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P156,Kota Tinggi,Kota Tinggi,Azlinda Abdul Latif,Azlinda Binti Abdul Latif,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kota Tinggi,,People's Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,,,,,
P156,Kota Tinggi,Kota Tinggi,Halimah Mohd Sadique,Halimah Binti Mohd Sadique,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kota Tinggi,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P157,Pengerang,Pengerang,Azalina Othman,Azalina Binti Othman,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pengerang,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P157,Pengerang,Pengerang,Norliza Ngadiran,Norliza Binti Ngadiran,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pengerang,,People's Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,,,,,
P158,Tebrau,Tebrau,Abdullah Husin,Abdullah Bin Husin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tebrau,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P158,Tebrau,Tebrau,Choong Shiau Yoon,Choong Shiau Yoon,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tebrau,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P158,Tebrau,Tebrau,Hou Kok Chung,Hou Kok Chung,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tebrau,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P159,Pasir Gudang,Pasir Gudang,Ab Aziz Abdullah,Ab Aziz Bin Abdullah,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pasir Gudang,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P159,Pasir Gudang,Pasir Gudang,Hassan Abdul Karim,Hassan Bin Abdul Karim,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pasir Gudang,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P159,Pasir Gudang,Pasir Gudang,Mohamed Khaled Nordin ,Mohamed Khaled Bin Nordin ,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pasir Gudang,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P159,Pasir Gudang,Pasir Gudang,Sey Jock @ Chee Jock,Sey Jock @ Chee Jock,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pasir Gudang,,Independent,Bebas,,,,,,,,,,,,
P160,Johor Bahru,Johor Bahru,Akmal Nasrullah Mohd Nasir,Akmal Nasrullah Bin Mohd Nasir,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Johor Bahru,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P160,Johor Bahru,Johor Bahru,Sharil @ Sharir Ab Samad,Sharil @ Sharir Bin Ab Samad,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Johor Bahru,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P161,Pulai,Pulai,Mohd Mazri Yahya,Mohd Mazri Bin Yahya,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pulai,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P161,Pulai,Pulai,Nur Jazlan Mohamed,Nur Jazlan Bin Mohamed,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pulai,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P161,Pulai,Pulai,Salahuddin Ayub,Salahuddin Bin Ayub,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pulai,,People's Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,,,,,
P161,Pulai,Pulai,Yap Keng Tak,Yap Keng Tak,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pulai,,Independent,Bebas,,,,,,,,,,,,
P162,Iskandar Puteri,Iskandar Puteri,Lim Kit Siang,Lim Kit Siang,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Iskandar Puteri,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,,,,,
P162,Iskandar Puteri,Iskandar Puteri,Teoh Sew Hock,Teoh Sew Hock,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Iskandar Puteri,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P163,Kulai,Kulai,Juwahir Amin,Juwahir Bin Amin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kulai,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P163,Kulai,Kulai,Tang Nai Soon,Tang Nai Soon,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kulai,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P163,Kulai,Kulai,Teo Nie Ching,Teo Nie Ching,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kulai,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,,,,,
P164,Pontian,Pontian,Ahmad Maslan,Ahmad Bin Maslan,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pontian,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P164,Pontian,Pontian,Baharom Mohamad,Baharom Bin Mohamad,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pontian,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P164,Pontian,Pontian,Karmaine Sardini,Karmaine Bin Sardini,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pontian,,People's Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,,,,,
P165,Tanjung Piai,Tanjung Piai,Md Farid Md Rafik,Md Farid BIn Md Rafik,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tanjung Piai,,People's Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,,,,,
P165,Tanjung Piai,Tanjung Piai,Nordin Othman,Nordin Bin Othman,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tanjung Piai,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P165,Tanjung Piai,Tanjung Piai,Wee Jeck Seng,Wee Jeck Seng,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tanjung Piai,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P166,Labuan,Labuan,Ahmad Junid @ Junit B. Modh Aling @ Aling,Ahmad Junid @ Junit B. Modh Aling @ Aling,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Labuan,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P166,Labuan,Labuan,Noor Halim Zaini,Noor Halim Bin Zaini,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Labuan,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,,,,,
P166,Labuan,Labuan,Rozman Isli,Rozman Bin Isli,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Labuan,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P166,Labuan,Labuan,Siti Zaleha S.W. Ibrahim,Siti Zaleha S.W. Ibrahim,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Labuan,,Sabah People's Hope Party,Parti Harapan Rakyat Sabah,PHRS,,,,,,,,,,,
P167,Kudat,Kudat,Abdul Rahim Bakri,Abdul Rahim Bin Bakri,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kudat,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P167,Kudat,Kudat,Mohd Ashraf Chin Abdullah,Mohd Ashraf Chin Abdullah,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kudat,,Sabah People's Unity Party,Parti Perpaduan Rakyat Sabah,PPRS,,,,,,,,,,,
P167,Kudat,Kudat,Sh Azman Sh Along,Sh Azman Bin Sh Along,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kudat,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,,,,,
P168,Kota Marudu,Kota Marudu,Barlus Mangabis,Barlus BIn Mangabis,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kota Marudu,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,,,,,
P168,Kota Marudu,Kota Marudu,Johnity @ Maximus Ongkili,Johnity @ Maximus Bin Ongkili,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kota Marudu,,National Front,Barisan Nasional,PBS,,,,,,,,,,,
P168,Kota Marudu,Kota Marudu,Maijol Mahap,Maijol Bin Mahap,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kota Marudu,,Sabah People's Hope Party,Parti Harapan Rakyat Sabah,PHRS,,,,,,,,,,,
P168,Kota Marudu,Kota Marudu,Paul Porodong,Paul Bin Porodong,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kota Marudu,,Love Sabah Party,Parti Cinta Sabah,PCS,,,,,,,,,,,
P169,Kota Belud,Kota Belud,Md Salleh Md Said,Md Salleh Md Said,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kota Belud,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P169,Kota Belud,Kota Belud,Isnaraissah Munirah Majilis @ Fakharudy,Isnaraissah Munirah Binti Majilis @ Fakharudy,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kota Belud,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,,,,,
P169,Kota Belud,Kota Belud,Laiman Ikin @ Ag Laiman B. Kakimin,Laiman Bin Ikin @ Ag Laiman B. Kakimin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kota Belud,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P169,Kota Belud,Kota Belud,Miasin @ Aimaduddin Mion,Miasin @ Aimaduddin Bin Mion,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kota Belud,,Sabah People's Hope Party,Parti Harapan Rakyat Sabah,PHRS,,,,,,,,,,,
P170,Tuaran,Tuaran,Chrisnadia Sinam,Chrisnadia Binti Sinam,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tuaran,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P170,Tuaran,Tuaran,Kalakau @ Kalakan Untol @ Entol,Kalakau @ Kalakan Bin Untol @ Entol,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tuaran,,Love Sabah Party,Parti Cinta Sabah,PCS,,,,,,,,,,,
P170,Tuaran,Tuaran,Madius Tangau,Madius Bin Tangau,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tuaran,,National Front,Barisan Nasional,UPKO,,,,,,,,,,,
P170,Tuaran,Tuaran,Paumin @ Mohd Aminuddin Aling,Paumin @ Mohd Aminuddin Bin Aling,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tuaran,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P170,Tuaran,Tuaran,Syra Peter @ P Gom,Syra Peter @ P Gom,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tuaran,,Sabah People's Hope Party,Parti Harapan Rakyat Sabah,PHRS,,,,,,,,,,,
P171,Sepanggar,Sepanggar,Abd Rahman Dahlan,Abd Rahman Bin Dahlan,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sepanggar,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P171,Sepanggar,Sepanggar,Jeffrey Kumin,Jeffrey Kumin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sepanggar,,Sabah Progressive Party,Parti Maju Sabah,SAPP,,,,,,,,,,,
P171,Sepanggar,Sepanggar,Mohd Azis Jamman,Mohd Azis Bin Jamman,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sepanggar,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,,,,,
P171,Sepanggar,Sepanggar,Robert Sopining,Robert Sopining,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sepanggar,,Love Sabah Party,Parti Cinta Sabah,PCS,,,,,,,,,,,
P172,Kota Kinabalu,Kota Kinabalu,Chan Foong Hin,Chan Foong Hin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kota Kinabalu,,Democratic Action Party,Parti Tindakan Demokratik,DAP,,,,,,,,,,,
P172,Kota Kinabalu,Kota Kinabalu,Lee Han Kyun @ Joseph Lee,Lee Han Kyun @ Joseph Lee,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kota Kinabalu,,National Front,Barisan Nasional,PBS,,,,,,,,,,,
P172,Kota Kinabalu,Kota Kinabalu,Yong Teck Lee,Yong Teck Lee,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kota Kinabalu,,Sabah Progressive Party,Parti Maju Sabah,SAPP,,,,,,,,,,,
P173,Putatan,Putatan,Awang Husaini Sahari,Awang Husaini Bin Sahari,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Putatan,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P173,Putatan,Putatan,Jivol @ Edmund Doudilim,Jivol @ Edmund Bin Doudilim,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Putatan,,Sabah People's Hope Party,Parti Harapan Rakyat Sabah,PHRS,,,,,,,,,,,
P173,Putatan,Putatan,Makin @ Marcus Majigoh,Makin @ Marcus Majigoh,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Putatan,,National Front,Barisan Nasional,UPKO,,,,,,,,,,,
P173,Putatan,Putatan,Mil Kusin Abdillah,Mil Kusin Bin Abdillah,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Putatan,,Parti Kerjasama Anak Negeri,Parti Kerjasama Anak Negeri,ANAKNEGERI,,,,,,,,,,,
P173,Putatan,Putatan,Zulzaim Hilmee Abidin,Zulzaim Hilmee Bin Abidin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Putatan,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P174,Penampang,Penampang,Caesar Mandela Malakun,Caesar Mandela Malakun,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Penampang,,National Front,Barisan Nasional,UPKO,,,,,,,,,,,
P174,Penampang,Penampang,Cleftus Stephen Spine,Cleftus Stephen Spine,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Penampang,,Homeland Solidarity Party,Parti Solidariti Tanah Airku,SOLIDARITI,,,,,,,,,,,
P174,Penampang,Penampang,Edwin @ Jack Bosi,Edwin @ Jack Bosi,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Penampang,,Parti Kerjasama Anak Negeri,Parti Kerjasama Anak Negeri,ANAKNEGERI,,,,,,,,,,,
P174,Penampang,Penampang,Ignatius Dorell Leiking,Ignatius Dorell Leiking,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Penampang,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,,,,,
P175,Papar,Papar,Ahmad Hassan,Ahmad Bin Hassan,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Papar,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,,,,,
P175,Papar,Papar,Rosnah Abd Rashid Shirlin,Rosnah Binti Abd Rashid Shirlin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Papar,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P175,Papar,Papar,Elbert Sikuil,Elbert Bin Sikuil,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Papar,,Love Sabah Party,Parti Cinta Sabah,PCS,,,,,,,,,,,
P175,Papar,Papar,Jamil William Core,Jamil Bin William Core,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Papar,,Homeland Solidarity Party,Parti Solidariti Tanah Airku,SOLIDARITI,,,,,,,,,,,
P176,Kimanis,Kimanis,Anifah Aman @ Haniff Amman,Anifah Bin Aman @ Haniff Amman,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kimanis,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P176,Kimanis,Kimanis,Jaafar Ismail,Jaafar Bin Ismail,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kimanis,,Sabah People's Hope Party,Parti Harapan Rakyat Sabah,PHRS,,,,,,,,,,,
P176,Kimanis,Kimanis,Karim Bujang,Karim Bin Bujang,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kimanis,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,,,,,
P177,Beaufort,Beaufort,Azizah Mohd Dun,Azizah Binti Mohd Dun,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Beaufort,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P177,Beaufort,Beaufort,Johan @ Christopher Ot Ghani,Johan @ Christopher Bin Ot Ghani,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Beaufort,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P177,Beaufort,Beaufort,Lajim Ukin,Lajim Bin Ukin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Beaufort,,Sabah People's Hope Party,Parti Harapan Rakyat Sabah,PHRS,,,,,,,,,,,
P178,Sipitang,Sipitang,Dayang Aezzy Liman,Dayang Aezzy Binti Liman,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sipitang,,Sabah People's Hope Party,Parti Harapan Rakyat Sabah,PHRS,,,,,,,,,,,
P178,Sipitang,Sipitang,Noor Hayaty Mustapha,Noor Hayaty Bin Mustapha,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sipitang,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,,,,,
P178,Sipitang,Sipitang,Yamani Hafez Musa,Yamani Hafez Bin Musa,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sipitang,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P179,Ranau,Ranau,Andau Yasun @ Bruno,Andau Yasun @ Bruno,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Ranau,,Love Sabah Party,Parti Cinta Sabah,PCS,,,,,,,,,,,
P179,Ranau,Ranau,Ewon Ebin,Ewon Ebin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Ranau,,National Front,Barisan Nasional,UPKO,,,,,,,,,,,
P179,Ranau,Ranau,Jonathan Yasin,Jonathan Bin Yasin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Ranau,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P179,Ranau,Ranau,Soudi @ Sami Andang,Soudi @ Sami Bin Andang,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Ranau,,Homeland Solidarity Party,Parti Solidariti Tanah Airku,SOLIDARITI,,,,,,,,,,,
P180,Keningau,Keningau,Daniel Kinsik,Daniel Bin Kinsik,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Keningau,,National Front,Barisan Nasional,PBS,,,,,,,,,,,
P180,Keningau,Keningau,Gapari Katingan @ Geoffrey Kitingan,Gapari Bin Katingan @ Geoffrey Kitingan,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Keningau,,Homeland Solidarity Party,Parti Solidariti Tanah Airku,SOLIDARITI,,,,,,,,,,,
P180,Keningau,Keningau,Jikulin Nointin @ Anastasius,Jikulin Nointin @ Anastasius,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Keningau,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,,,,,
P180,Keningau,Keningau,Jius Awang,Jius Bin Awang,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Keningau,,Love Sabah Party,Parti Cinta Sabah,PCS,,,,,,,,,,,
P180,Keningau,Keningau,Justin Guka,Justin Bin Guka,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Keningau,,Independent,Bebas,,,,,,,,,,,,
P180,Keningau,Keningau,Maimin Rijan @ Jeffrus Rijan,Maimin Bin Rijan @ Jeffrus Rijan,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Keningau,,Independent,Bebas,,,,,,,,,,,,
P181,Tenom,Tenom,Laimoi @ Yuslinah Laikim,Laimoi @ Yuslinah Laikim,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tenom,,Sabah People's Hope Party,Parti Harapan Rakyat Sabah,PHRS,,,,,,,,,,,
P181,Tenom,Tenom,Noorita Sual,Noorita Binti Sual,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tenom,,Democratic Action Party,Parti Tindakan Demokratik,DAP,,,,,,,,,,,
P181,Tenom,Tenom,Rubin Balang,Rubin Bin Balang,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tenom,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P182,Pensiangan,Pensiangan,Arthur Joseph Kurup,Arthur Joseph Kurup,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pensiangan,,National Front,Barisan Nasional,PBRS,,,,,,,,,,,
P182,Pensiangan,Pensiangan,Engah Sintan @ Dahlan Abdullah,Engah Bin Sintan @ Dahlan Abdullah,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pensiangan,,Independent,Bebas,,,,,,,,,,,,
P182,Pensiangan,Pensiangan,Joh Jimmy @ Richard Joe Jimmy,Joh Bin Jimmy @ Richard Joe Jimmy,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pensiangan,,Homeland Solidarity Party,Parti Solidariti Tanah Airku,SOLIDARITI,,,,,,,,,,,
