area_identifier,area_name_en,area_name_ms,person_name_en,person_name_ms,post_role_en,post_role_ms,post_label_en,post_label_ms,on_behalf_of_name_en,on_behalf_of_name_ms,actual_party,start_date,end_date,person_id,membership_id,post_id,area_id,on_behalf_of_id
P050/N29,Datok Keramat,Datok Keramat,Nicholas Diane Morgan,Nicholas Diane A/L Morgan,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Datok Keramat,,Penang Front Party,Penang Front Party,PFP,,,,,,,
P050/N30,Sungai Pinang,Sungai Pinang,Lim Siew Khim,Lim Siew Khim,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Sungai Pinang,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P050/N30,Sungai Pinang,Sungai Pinang,Mohamed Yacoob Mohamed Noor,Mohamed Yacoob Bin Mohamed Noor,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Sungai Pinang,,Independent,Bebas,,,,,,,,
P050/N30,Sungai Pinang,Sungai Pinang,Ng Fook On,Ng Fook On,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Sungai Pinang,,National Front,Barisan Nasional,GERAKAN,,,,,,,
P050/N30,Sungai Pinang,Sungai Pinang,Tan Sim Bee,Tan Sim Bee,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Sungai Pinang,,Malaysian United Party,Parti Bersama Malaysia,MU,,,,,,,
P050/N30,Sungai Pinang,Sungai Pinang,Teh Yee Cheu,Teh Yee Cheu,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Sungai Pinang,,Socialist Party of Malaysia,Parti Sosialis Malaysia,PSM,,,,,,,
P050/N30,Sungai Pinang,Sungai Pinang,Yacoob Omar,Yacoob Bin Omar,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Sungai Pinang,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P050/N31,Batu Lancang,Batu Lancang,Kee Lean Ee,Kee Lean Ee,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Batu Lancang,,Malaysian United Party,Parti Bersama Malaysia,MU,,,,,,,
P050/N31,Batu Lancang,Batu Lancang,Koo Pei Chee,Koo Pei Chee,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Batu Lancang,,National Front,Barisan Nasional,GERAKAN,,,,,,,
P050/N31,Batu Lancang,Batu Lancang,Ong Ah Teong,Ong Ah Teong,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Batu Lancang,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P051/N32,Seri Delima,Seri Delima,Khoo Kay Teong,Khoo Kay Teong,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Seri Delima,,National Front,Barisan Nasional,MCA,,,,,,,
P051/N32,Seri Delima,Seri Delima,Syerleena Abdul Rashid,Syerleena Binti Abdul Rashid,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Seri Delima,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P051/N32,Seri Delima,Seri Delima,Tan Yang Yung,Tan Yang Yung,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Seri Delima,,Malaysian United Party,Parti Bersama Malaysia,MU,,,,,,,
P051/N33,Air Itam,Air Itam,Joseph Ng Soon Siang,Joseph Ng Soon Siang,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Air Itam,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P051/N33,Air Itam,Air Itam,Kang Teik Woi,Kang Teik Woi,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Air Itam,,Malaysian United Party,Parti Bersama Malaysia,MU,,,,,,,
P051/N33,Air Itam,Air Itam,Tan Kah Leong,Tan Kah Leong,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Air Itam,,National Front,Barisan Nasional,GERAKAN,,,,,,,
P051/N34,Paya Terubong,Paya Terubong,Kuan Aun Wan,Kuan Aun Wan,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Paya Terubong,,Malaysian United Party,Parti Bersama Malaysia,MU,,,,,,,
P051/N34,Paya Terubong,Paya Terubong,Wong Chin Chong,Wong Chin Chong,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Paya Terubong,,National Front,Barisan Nasional,MCA,,,,,,,
P051/N34,Paya Terubong,Paya Terubong,Yeoh Soon Hin,Yeoh Soon Hin,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Paya Terubong,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P052/N35,Batu Uban,Batu Uban,Hng Chee Wey,Hng Chee Wey,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Batu Uban,,National Front,Barisan Nasional,GERAKAN,,,,,,,
P052/N35,Batu Uban,Batu Uban,Kumaresan Aramugam,Kumaresan A/L Aramugam,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Batu Uban,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P052/N35,Batu Uban,Batu Uban,Teoh Kean Liang,Teoh Kean Liang,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Batu Uban,,Penang Front Party,Penang Front Party,PFP,,,,,,,
P052/N35,Batu Uban,Batu Uban,Teoh Kok Siang,Teoh Kok Siang,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Batu Uban,,Malaysian United Party,Parti Bersama Malaysia,MU,,,,,,,
P052/N35,Batu Uban,Batu Uban,Vikneswaran Muniandy,Vikneswaran A/L Muniandy,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Batu Uban,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P052/N36,Pantai Jerejak,Pantai Jerejak,Mohd Farhan Yusri,Mohd Farhan Bin Yusri,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Pantai Jerejak,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P052/N36,Pantai Jerejak,Pantai Jerejak,Oh Tong Keong,Oh Tong Keong,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Pantai Jerejak,,National Front,Barisan Nasional,GERAKAN,,,,,,,
P052/N36,Pantai Jerejak,Pantai Jerejak,Saifuddin Nasution Ismail,Saifuddin Nasution Bin Ismail,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Pantai Jerejak,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P052/N36,Pantai Jerejak,Pantai Jerejak,Yim Boon Leong,Yim Boon Leong,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Pantai Jerejak,,Malaysian United Party,Parti Bersama Malaysia,MU,,,,,,,
P052/N37,Batu Maung,Batu Maung,Abdul Halim Hussain,Abdul Halim Hussain,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Batu Maung,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P052/N37,Batu Maung,Batu Maung,Liakat Ali Mohamed Ali,Liakat Ali Bin Mohamed Ali,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Batu Maung,,National Front,Barisan Nasional,UMNO,,,,,,,
P052/N37,Batu Maung,Batu Maung,Saiful Lizan Md Yusoff,Saiful Lizan Bin Md Yusoff,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Batu Maung,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P053/N38,Bayan Lepas,Bayan Lepas,Azrul Mahathir Aziz,Azrul Mahathir Bin Aziz,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Bayan Lepas,,People's Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P053/N38,Bayan Lepas,Bayan Lepas,Rusli Hashim,Rusli Bin Hashim,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Bayan Lepas,,National Front,Barisan Nasional,UMNO,,,,,,,
P053/N38,Bayan Lepas,Bayan Lepas,Zarina Shinta Madar,Zarina BInti Shinta Madar,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Bayan Lepas,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P053/N39,Pulau Betong,Pulau Betong,Mohd Taufik Hashim,Mohd Taufik Bin Hashim,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Pulau Betong,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P053/N39,Pulau Betong,Pulau Betong,Mohd Tuah Ismail,Mohd Tuah Bin Ismail,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Pulau Betong,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P053/N39,Pulau Betong,Pulau Betong,Muhamad Farid Saad,Muhamad Farid Bin Saad,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Pulau Betong,,National Front,Barisan Nasional,UMNO,,,,,,,
P053/N39,Pulau Betong,Pulau Betong,Yeoh Cheng Huat,Yeoh Cheng Huat,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Pulau Betong,,Malaysian People's Party,Parti Rakyat Malaysia,PRM,,,,,,,
P053/N40,Telok Bahang,Telok Bahang,Mohd Ali Othman,Mohd Ali Bin Othman,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Telok Bahang,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P053/N40,Telok Bahang,Telok Bahang,Shah Headan Ayoob Hussain Shah,Shah Headan BIn Ayoob Hussain Shah,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Telok Bahang,,National Front,Barisan Nasional,UMNO,,,,,,,
P053/N40,Telok Bahang,Telok Bahang,Zolkifly Md Lazim,Zolkifly Bin Md Lazim,GE14 Candidate for Pulau Pinang Assembly,,GE14 Candidate State Representative for Telok Bahang,,People’s Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,
