area_identifier,area_name_en,area_name_ms,person_name_en,person_name_sl,post_role_en,post_role_ms,post_label_en,post_label_ms,on_behalf_of_name_en,on_behalf_of_name_ms,actual_party,start_date,end_date,person_id,membership_id,post_id,area_id,on_behalf_of_id
P023/N16,Apam Putra,Apam Putra,Akbar Salim,Akbar BIn Salim,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Apam Putra,,National Front,Barisan Nasional,UMNO,,,,,,,
P023/N16,Apam Putra,Apam Putra,Mohd Hisyamuddin Ghazali,Mohd Hisyamuddin BIn Ghazali,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Apam Putra,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P024/N17,Salor,Salor,Husam Musa,Husam Bin Musa,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Salor,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P024/N17,Salor,Salor,Mohamad Noordin Awang,Mohamad Noordin Bin Awang,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Salor,,National Front,Barisan Nasional,UMNO,,,,,,,
P024/N17,Salor,Salor,Saiful Adli Abu Bakar,Saiful Adli Bin Abu Bakar,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Salor,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P024/N18,Pasir Tumboh,Pasir Tumboh,Abdul Rahman Yunus,Abdul Rahman BIn Yunus,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Pasir Tumboh,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P024/N18,Pasir Tumboh,Pasir Tumboh,Bakri Yusoff,Bakri BIn Yusoff,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Pasir Tumboh,,National Front,Barisan Nasional,UMNO,,,,,,,
P024/N18,Pasir Tumboh,Pasir Tumboh,Mohd Noor Mat Yajid,Mohd Noor Bin Mat Yajid,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Pasir Tumboh,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P024/N19,Demit,Demit,Mumtaz Mat Nawi,Mumtaz Binti Mat Nawi,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Demit,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P024/N19,Demit,Demit,Nurul Amal Mohd Fauzi,Nurul Amal Binti Mohd Fauzi,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Demit,,National Front,Barisan Nasional,UMNO,,,,,,,
P024/N19,Demit,Demit,Wan Ahmad Kamil Wan Abdullah,Wan Ahmad Kamil Bin Wan Abdullah,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Demit,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P025/N20,Tawang,Tawang,Hassan Mohamood,Hassan Bin Mohamood,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Tawang,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P025/N20,Tawang,Tawang,Mohd Radzuan Abdullah,Mohd Radzuan BIn Abdullah,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Tawang,,National Front,Barisan Nasional,UMNO,,,,,,,
P025/N21,Pantai Irama,Pantai Irama,Ilias Husain,Ilias Bin Husain,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Pantai Irama,,National Front,Barisan Nasional,UMNO,,,,,,,
P025/N21,Pantai Irama,Pantai Irama,Ismail Ghani,Ismail Bin Ghani,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Pantai Irama,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P025/N21,Pantai Irama,Pantai Irama,Mohd Huzaimy Che Husin,Mohd Huzaimy Che Husin,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Pantai Irama,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P025/N22,Jelawat,Jelawat,Abdul Azziz Kadir,Abdul Azziz Bin Kadir,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Jelawat,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P025/N22,Jelawat,Jelawat,Mohd Fami Zakaria,Mohd Fami Bin Zakaria,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Jelawat,,People’s Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,
P025/N22,Jelawat,Jelawat,Mohd Radzuan Hamat,Mohd Radzuan Bin Hamat,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Jelawat,,National Front,Barisan Nasional,UMNO,,,,,,,
P026/N23,Melor,Melor,Ab Aziz Ab Kadir,Ab Aziz Bin Ab Kadir,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Melor,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P026/N23,Melor,Melor,Azmi Ishak,Azmi Bin Ishak,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Melor,,National Front,Barisan Nasional,UMNO,,,,,,,
P026/N23,Melor,Melor,Md Yusnan Yusof,Md Yusnan Bin Yusof,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Melor,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P026/N24,Kadok,Kadok,Azami Mohd Nor,Azami Bin Mohd Nor,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Kadok,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P026/N24,Kadok,Kadok,Che Ibrahim Mohamed,Che Ibrahim BIn Mohamed,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Kadok,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P026/N24,Kadok,Kadok,Mohammad Azam Ismail,Mohammad Azam Bin Ismail,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Kadok,,National Front,Barisan Nasional,UMNO,,,,,,,
P026/N25,Kok Lanas,Kok Lanas,Md Alwi Che Ahmad,Md Alwi Bin Che Ahmad,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Kok Lanas,,National Front,Barisan Nasional,UMNO,,,,,,,
P026/N25,Kok Lanas,Kok Lanas,Mohd Hanapi Ismail,Mohd Hanapi BIn Ismail,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Kok Lanas,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P026/N25,Kok Lanas,Kok Lanas,Nik Mahadi Nik Mahmood,Nik Mahadi Nik Mahmood,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Kok Lanas,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P027/N26,Bukit Panau,Bukit Panau,Abdul Fattah Mahmood,Abdul Fattah Bin Mahmood,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Bukit Panau,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P027/N26,Bukit Panau,Bukit Panau,Dayang Saniah Awang Hamid,Dayang Saniah Binti Awang Hamid,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Bukit Panau,,National Front,Barisan Nasional,UMNO,,,,,,,
P027/N26,Bukit Panau,Bukit Panau,Hisham Fauzi,Hisham BIn Fauzi,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Bukit Panau,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P027/N27,Gual Ipoh,Gual Ipoh,Bakri @ Mohd Bakri B Mustapha,Bakri @ Mohd Bakri B Mustapha,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Gual Ipoh,,National Front,Barisan Nasional,UMNO,,,,,,,
P027/N27,Gual Ipoh,Gual Ipoh,Mohd Soba Hussin,Mohd Soba BIn Hussin,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Gual Ipoh,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P027/N27,Gual Ipoh,Gual Ipoh,Wan Yusuf W Mustapha,Wan Yusuf BIn W Mustapha,GE14 Candidate for Kelantan Assembly,,GE14 Candidate State Representative for Gual Ipoh,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
