area_identifier,area_name_en,area_name_ms,person_name_en,person_name_ms,post_role_en,post_role_ms,post_label_en,post_label_ms,on_behalf_of_name_en,on_behalf_of_name_ms,actual_party,start_date,end_date,person_id,membership_id,post_id,area_id,on_behalf_of_id
P127/N05,Serting,Serting,Abd Rahman Ramli,Abd Rahman Bin Ramli,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Serting,,People's Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P127/N05,Serting,Serting,Muhammad Al Zukri Muhamad Yassin,Muhammad Al Zukri BIn Muhamad Yassin,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Serting,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P127/N05,Serting,Serting,Shamshulkahar Mohd Deli ,Shamshulkahar Bin Mohd Deli ,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Serting,,National Front,Barisan Nasional,UMNO,,,,,,,
P127/N06,Palong,Palong,Abdul Rahman Jaafar,Abdul Rahman Bin Jaafar,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Palong,,People's Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,
P127/N06,Palong,Palong,Masdi Musa,Masdi Bin Musa,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Palong,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P127/N06,Palong,Palong,Mustapha Nagoor,Mustapha Bin Nagoor,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Palong,,National Front,Barisan Nasional,UMNO,,,,,,,
P127/N07,Jeram Padang,Jeram Padang,Manickam Letchuman,Manickam A/L Letchuman,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Jeram Padang,,National Front,Barisan Nasional,MIC,,,,,,,
P127/N07,Jeram Padang,Jeram Padang,Mohd Fairuz Mohd Isa,Mohd Fairuz Bin Mohd Isa,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Jeram Padang,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P127/N07,Jeram Padang,Jeram Padang,S Musliadi Sabtu ,S Musliadi Bin Sabtu ,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Jeram Padang,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P127/N07,Jeram Padang,Jeram Padang,Surash Sreenivasan,Surash A/L Sreenivasan,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Jeram Padang,,Independent,Bebas,,,,,,,,
P127/N08,Bahau,Bahau,Chong Wan Yeong,Chong Wan Yeong,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Bahau,,National Front,Barisan Nasional,MCA,,,,,,,
P127/N08,Bahau,Bahau,Mustafar Bakri Abdul Aziz,Mustafar Bakri Bin Abdul Aziz,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Bahau,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P127/N08,Bahau,Bahau,Teo Kok Seong,Teo Kok Seong,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Bahau,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P128/N09,Lenggeng,Lenggeng,Mazalan Maarop,Mazalan Bin Maarop,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Lenggeng,,National Front,Barisan Nasional,UMNO,,,,,,,
P128/N09,Lenggeng,Lenggeng,Mohammad Ghazali Abu Bakar,Mohammad Ghazali BIn Abu Bakar,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Lenggeng,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P128/N09,Lenggeng,Lenggeng,Suhaimi Kassim,Suhaimi Bin Kassim,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Lenggeng,,People's Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P128/N10,Nilai,Nilai,Arul Kumar Jambunathan,Arul Kumar A/L Jambunathan,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Nilai,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P128/N10,Nilai,Nilai,Leaw Kok Chan,Leaw Kok Chan,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Nilai,,National Front,Barisan Nasional,MCA,,,,,,,
P128/N10,Nilai,Nilai,Mohd Abu Zarim Abdul Rahman,Mohd Abu Zarim Bin Abdul Rahman,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Nilai,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P128/N11,Lobok,Lobok,Balamurugan Sanmugam,Balamurugan A/L Sanmugam,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Lobok,,People's Alternative Party,Parti Alternatif Rakyat,PAP,,,,,,,
P128/N11,Lobok,Lobok,Chew See Yong,Chew See Yong,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Lobok,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P128/N11,Lobok,Lobok,Lim Kok Kian,Lim Kok Kian,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Lobok,,National Front,Barisan Nasional,MCA,,,,,,,
P128/N12,Temiang,Temiang,Ng Chin Tsai ,Ng Chin Tsai ,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Temiang,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P128/N12,Temiang,Temiang,Siow Koi Voon,Siow Koi Voon,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Temiang,,National Front,Barisan Nasional,MCA,,,,,,,
P128/N12,Temiang,Temiang,Yau Con Seng,Yau Con Seng,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Temiang,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P128/N13,Sikamat,Sikamat,Aminuddin Harun ,Aminuddin Bin Harun ,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Sikamat,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P128/N13,Sikamat,Sikamat,Bujang Abu,Bujang Bin Abu,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Sikamat,,Independent,Bebas,,,,,,,,
P128/N13,Sikamat,Sikamat,Rahim Yusof,Rahim Bin Yusof,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Sikamat,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P128/N13,Sikamat,Sikamat,Syamsul Amri Ismail,Syamsul Amri Bin Ismail,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Sikamat,,National Front,Barisan Nasional,UMNO,,,,,,,
P128/N14,Ampangan,Ampangan,Abu Ubaidah Redza,Abu Ubaidah Bin Redza,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Ampangan,,National Front,Barisan Nasional,UMNO,,,,,,,
P128/N14,Ampangan,Ampangan,Mohamad Rafie Ab Malek,Mohamad Rafie BIn Ab Malek,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Ampangan,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P128/N14,Ampangan,Ampangan,Mustaffa Daharun,Mustaffa Bin Daharun,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Ampangan,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P129/N15,Juasseh,Juasseh,Hassan Mohamed,Hassan Bin Mohamed,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Ampangan,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P129/N15,Juasseh,Juasseh,Ismail Lasim,Ismail Bin Lasim,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Juasseh,,National Front,Barisan Nasional,UMNO,,,,,,,
P129/N15,Juasseh,Juasseh,Rosli Omar,Rosli Bin Omar,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Juasseh,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P129/N16,Seri Menanti,Seri Menanti,Abdul Samad Ibrahim,Abdul Samad Bin Ibrahim,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Seri Menanti,,National Front,Barisan Nasional,UMNO,,,,,,,
P129/N16,Seri Menanti,Seri Menanti,Jamali Salam,Jamali Bin Salam,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Seri Menanti,,People's Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,
P129/N16,Seri Menanti,Seri Menanti,Rafiei Mustapha,Rafiei Bin Mustapha,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Seri Menanti,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P129/N17,Senaling,Senaling,Adnan Abu Hassan,Adnan Bin Abu Hassan,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Senaling,,National Front,Barisan Nasional,UMNO,,,,,,,
P129/N17,Senaling,Senaling,Fazilah Abu Samah,Fazilah Binti Abu Samah,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Senaling,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P129/N17,Senaling,Senaling,Md Rais Mohamad @ Basiron ,Md Rais Bin Mohamad @ Basiron ,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Senaling,,People's Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P129/N18,Pilah,Pilah,Ahmad Fadzil Othman,Ahmad Fadzil Bin Othman,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Pilah,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P129/N18,Pilah,Pilah,Mohammad Nazaruddin Sabtu,Mohammad Nazaruddin BIn Sabtu,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Pilah,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P129/N18,Pilah,Pilah,Norhayati Omar,Norhayati Binti Omar,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Pilah,,National Front,Barisan Nasional,UMNO,,,,,,,
P129/N19,Johol,Johol,Kamarudin Md Tahir,Kamarudin Bin Md Tahir,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Johol,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P129/N19,Johol,Johol,Saiful Yazan Sulaimam,Saiful Yazan Bin Sulaimam,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Johol,,National Front,Barisan Nasional,UMNO,,,,,,,
P129/N19,Johol,Johol,Zulkefly Mohamad Bin Omar,Zulkefly Mohamad Omar,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Johol,,People's Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P130/N20,Labu,Labu,David Dass Aseerpatham,David Dass A/L Aseerpatham,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Labu,,People's Alternative Party,Parti Alternatif Rakyat,PAP,,,,,,,
P130/N20,Labu,Labu,Hasim Rusdi,Hasim Bin Rusdi,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Labu,,National Front,Barisan Nasional,UMNO,,,,,,,
P130/N20,Labu,Labu,Ismail Ahmad,Ismail Bin Ahmad,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Labu,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P130/N20,Labu,Labu,Mohd Khairil Anuar Mohd Wafa,Mohd Khairil Anuar Bin Mohd Wafa,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Labu,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P130/N21,Bukit Kepayang,Bukit Kepayang,Mak Kah Keong,Mak Kah Keong,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Bukit Kepayang,,National Front,Barisan Nasional,GERAKAN,,,,,,,
P130/N21,Bukit Kepayang,Bukit Kepayang,Tan Lee Koon,Tan Lee Koon,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Bukit Kepayang,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P130/N22,Rahang,Rahang,Mary Josephine Prittam Singh,Mary Josephine Prittam Singh,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Rahang,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P130/N22,Rahang,Rahang,Saraswathy Paragazum,Saraswathy A/P Paragazum,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Rahang,,People's Alternative Party,Parti Alternatif Rakyat,PAP,,,,,,,
P130/N22,Rahang,Rahang,Yap Siok Moi,Yap Siok Moi,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Rahang,,National Front,Barisan Nasional,MCA,,,,,,,
P130/N23,Mambau,Mambau,Ho Choy Shin,Ho Choy Shin,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Mambau,,National Front,Barisan Nasional,MCA,,,,,,,
P130/N23,Mambau,Mambau,Parimala Devi Theyagason,Parimala Devi A/P Theyagason,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Mambau,,People's Alternative Party,Parti Alternatif Rakyat,PAP,,,,,,,
P130/N23,Mambau,Mambau,Yap Yew Weng,Yap Yew Weng,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Mambau,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P130/N24,Seremban Jaya,Seremban Jaya,Choong Vee Hing,Choong Vee Hing,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Seremban Jaya,,National Front,Barisan Nasional,GERAKAN,,,,,,,
P130/N24,Seremban Jaya,Seremban Jaya,Gunasekaran Palasamy,Gunasekaran A/L Palasamy,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Seremban Jaya,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P130/N24,Seremban Jaya,Seremban Jaya,Sagaya Rajan Xavier,Sagaya Rajan A/L Xavier,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Seremban Jaya,,People's Alternative Party,Parti Alternatif Rakyat,PAP,,,,,,,
P131/N25,Paroi,Paroi,Masita Mohamed Ali,Masita Bin Mohamed Ali,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Paroi,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P131/N25,Paroi,Paroi,Mohamad Taufek Abd Ghani ,Mohamad Taufek Bin Abd Ghani ,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Paroi,,People's Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P131/N25,Paroi,Paroi,Mohd. Ghazali Abd. Wahid,Mohd. Ghazali Bin Abd. Wahid,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Paroi,,National Front,Barisan Nasional,UMNO,,,,,,,
P131/N26,Chembong,Chembong,Azizan Marzuki,Azizan Bin Marzuki,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Chembong,,People's Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,
P131/N27,Chembong,Chembong,Rosmin Adam,Rosmin Bin Adam,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Chembong,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P131/N26,Chembong,Chembong,Zaifulbahri Idris,Zaifulbahri Bin Idris,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Chembong,,National Front,Barisan Nasional,UMNO,,,,,,,
P131/N27,Rantau,Rantau,Mohamad Hassan,Mohamad Bin Hassan,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Rantau,,National Front,Barisan Nasional,UMNO,,,,,,,
P131/N28,Kota,Kota,Awaluddin Said,Awaluddin Bin Said,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Kota,,National Front,Barisan Nasional,UMNO,,,,,,,
P131/N28,Kota,Kota,Ishak Omar,Ishak Bin Omar,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Kota,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P131/N28,Kota,Kota,Shahrizal Masrudin,Shahrizal Bin Masrudin,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Kota,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P132/N29,Chuah,Chuah,Lim Chin Fui ,Lim Chin Fui ,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Chuah,,National Front,Barisan Nasional,MCA,,,,,,,
P132/N29,Chuah,Chuah,Yek Diew Ching,Yek Diew Ching,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Chuah,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P132/N30,Lukut,Lukut,Choo Ken Hua ,Choo Ken Hua ,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Lukut,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P132/N30,Lukut,Lukut,Yeong Kun You,Yeong Kun You,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Lukut,,National Front,Barisan Nasional,MCA,,,,,,,
P132/N31,Bagan Pinang,Bagan Pinang,Mohd Ibrahim Khan Amanula Khan,Mohd Ibrahim Khan Bin Amanula Khan,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Bagan Pinang,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P132/N31,Bagan Pinang,Bagan Pinang,Hairudin Abu Bakar,Hairudin Bin Abu Bakar,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Bagan Pinang,,National Front,Barisan Nasional,UMNO,,,,,,,
P132/N32,Linggi,Linggi,Abdul Rahman Mohd. Redza,Abdul Rahman Bin Mohd. Redza,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Linggi,,National Front,Barisan Nasional,UMNO,,,,,,,
P132/N32,Linggi,Linggi,Noor Mohammad Rizal Ishak,Noor Mohammad Rizal BIn Ishak,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Linggi,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P132/N32,Linggi,Linggi,Rusli Abdullah,Rusli Abdullah,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Linggi,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P132/N33,Sri Tanjung,Sri Tanjung,Kamarol Ridzuan Mohd Zain,Kamarol Ridzuan Bin Mohd Zain,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Sri Tanjung,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P132/N33,Sri Tanjung,Sri Tanjung,Ravi Munusamy,Ravi A/L Munusamy,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Sri Tanjung,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P132/N33,Sri Tanjung,Sri Tanjung,Thinalan T. Rajagopalu,Thinalan A/L T. Rajagopalu,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Sri Tanjung,,National Front,Barisan Nasional,MIC,,,,,,,
P133/N34,Gemas,Gemas,Abdul Razak Ab Said,Abdul Razak Bin Ab Said,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Gemas,,National Front,Barisan Nasional,UMNO,,,,,,,
P133/N34,Gemas,Gemas,Abdul Halim Abu Bakar,Abdul Halim Bin Abu Bakar,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Gemas,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P133/N34,Gemas,Gemas,Baharuddin Siri,Baharuddin Siri,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Gemas,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P133/N35,Gemencheh,Gemencheh,Ishak Maasin,Ishak Bin Maasin,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Gemencheh,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P133/N35,Gemencheh,Gemencheh,Saiful Adly Ab Wahab,Saiful Adly bin Ab Wahab,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Gemencheh,,People's Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,
P133/N35,Gemencheh,Gemencheh,Mohd. Isam Mohd. Isa,Mohd. Isam Bin Mohd. Isa,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Gemencheh,,National Front,Barisan Nasional,UMNO,,,,,,,
P133/N36,Repah,Repah,Abdul Razakek Abdul Rahim,Abdul Razakek Bin Abdul Rahim,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Repah,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P133/N36,Repah,Repah,Koh Kim Swee,Koh Kim Swee,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Repah,,National Front,Barisan Nasional,UMNO,,,,,,,
P133/N36,Repah,Repah,Veerapan Superamaniam,Veerapan A/L Superamaniam,GE14 Candidate for Negeri Sembilan State Assembly,,GE14 Candidate State Representative for Repah,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
