area_identifier,area_name_en,area_name_ms,person_name_en,person_name_sl,post_role_en,post_role_ms,post_label_en,post_label_ms,on_behalf_of_name_en,on_behalf_of_name_ms,actual_party,start_date,end_date,person_id,membership_id,post_id,area_id,on_behalf_of_id
P017/N33,Merbau Pulas,Merbau Pulas,Abd Razak Salleh,Abd Razak Bin Salleh,GE14 Candidate for Kedah Assembly,,GE14 Candidate State Representative for Merbau Pulas,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P017/N33,Merbau Pulas,Merbau Pulas,Asmadi Abu Talib,Asmadi BIn Abu Talib,GE14 Candidate for Kedah Assembly,,GE14 Candidate State Representative for Merbau Pulas,,National Front,Barisan Nasional,UMNO,,,,,,,
P017/N33,Merbau Pulas,Merbau Pulas,Siti Aishah Ghazali,Siti Aishah Ghazali,GE14 Candidate for Kedah Assembly,,GE14 Candidate State Representative for Merbau Pulas,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P017/N34,Lunas,Lunas,Ahmad Taufiq Baharum,Ahmad Taufiq Baharum,GE14 Candidate for Kedah Assembly,,GE14 Candidate State Representative for Lunas,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P017/N34,Lunas,Lunas,Azman Nasrudin,Azman Bin Nasrudin,GE14 Candidate for Kedah Assembly,,GE14 Candidate State Representative for Lunas,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P017/N34,Lunas,Lunas,Thuraisingam K. S. Muthu,Thuraisingam A/L K. S. Muthu,GE14 Candidate for Kedah Assembly,,GE14 Candidate State Representative for Lunas,,National Front,Barisan Nasional,MIC,,,,,,,
P018/N35,Kulim,Kulim,Chua Thiong Gee,Chua Thiong Gee,GE14 Candidate for Kedah Assembly,,GE14 Candidate State Representative for Kulim,,National Front,Barisan Nasional,MCA,,,,,,,
P018/N35,Kulim,Kulim,Lee Ah Leong,Lee Ah Leong,GE14 Candidate for Kedah Assembly,,GE14 Candidate State Representative for Kulim,,Malaysian People's Party,Parti Rakyat Malaysia,PRM,,,,,,,
P018/N35,Kulim,Kulim,Mohd Khairi Mohd Salleh,Mohd Khairi Mohd Salleh,GE14 Candidate for Kedah Assembly,,GE14 Candidate State Representative for Kulim,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P018/N35,Kulim,Kulim,Yeo Keng Chuan,Yeo Keng Chuan,GE14 Candidate for Kedah Assembly,,GE14 Candidate State Representative for Kulim,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P018/N36,Bandar Baharu,Bandar Baharu,Azimi Daim,Azimi Bin Daim,GE14 Candidate for Kedah Assembly,,GE14 Candidate State Representative for Bandar Baharu,,People’s Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,
P018/N36,Bandar Baharu,Bandar Baharu,Norsabrina Mohd Noor,Norsabrina Binti Mohd Noor,GE14 Candidate for Kedah Assembly,,GE14 Candidate State Representative for Bandar Baharu,,National Front,Barisan Nasional,UMNO,,,,,,,
P018/N36,Bandar Baharu,Bandar Baharu,Rohaizat Jaafar,Rohaizat Jaafar,GE14 Candidate for Kedah Assembly,,GE14 Candidate State Representative for Bandar Baharu,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
