area_identifier,area_name_en,area_name_ms,person_name_en,person_name_ms,post_role_en,post_role_ms,post_label_en,post_label_ms,on_behalf_of_name_en,on_behalf_of_name_ms,actual_party,start_date,end_date,person_id,membership_id,post_id,area_id,on_behalf_of_id
P058/N11,Gunong Semanggol,Gunong Semanggol,Zaini B. Cha,Zaini B. Cha,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Gunong Semanggol,,National Front,Barisan Nasional,UMNO,,,,,,,
P058/N12,Selinsing,Selinsing,Ahmad Saqif Ansorullah Ahmad Jihbardz Mokhlis,Ahmad Saqif Ansorullah Bin Ahmad Jihbardz Mokhlis,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Selinsing,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P058/N12,Selinsing,Selinsing,Husin Din,Husin Bin Din,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Selinsing,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P058/N12,Selinsing,Selinsing,Mohamad Nor Dawoo,Mohamad Nor Bin Dawoo,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Selinsing,,National Front,Barisan Nasional,UMNO,,,,,,,
P059/N13,Kuala Sepetang,Kuala Sepetang,Chua Yee Ling,Chua Yee Ling,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Kuala Sapetang,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P059/N13,Kuala Sepetang,Kuala Sepetang,Mohd Kamaruddin Abu Bakar,Mohd Kamaruddin Bin Abu Bakar,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Kuala Sapetang,,National Front,Barisan Nasional,UMNO,,,,,,,
P059/N13,Kuala Sepetang,Kuala Sepetang,Rahim Ismail,Rahim Bin Ismail,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Kuala Sapetang,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P059/N14,Changkat Jering,Changkat Jering,Ahmad Saidi Mohamad Daud,Ahmad Saidi Bin Mohamad Daud,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Changkat Jering,,National Front,Barisan Nasional,UMNO,,,,,,,
P059/N14,Changkat Jering,Changkat Jering,Megat Sahriffudin Ibrahim,Megat Sahriffudin Bin Ibrahim,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Changkat Jering,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P059/N14,Changkat Jering,Changkat Jering,Mohammad Nordin Jaafar,Mohammad Nordin Bin Jaafar,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Changkat Jering,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P059/N14,Changkat Jering,Changkat Jering,Mohganan Manikam,Mohganan A/P Manikam,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Changkat Jering,,Independent,Bebas,,,,,,,,
P059/N15,Trong,Trong,Jamilah Zakaria,Jamilah Binti Zakaria,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Trong,,National Front,Barisan Nasional,UMNO,,,,,,,
P059/N15,Trong,Trong,Muhammad Faisal Abdul Rahman,Muhammad Faisal Bin Abdul Rahman,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Trong,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P059/N15,Trong,Trong,Shaharuddin Abdul Rashid,Shaharuddin Bin Abdul Rashid,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Trong,,People’s Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,
P060/N16,Kamunting,Kamunting,Mohamad Fakhrudin Abdul Aziz,Mohamad Fakhrudin Bin Abdul Aziz,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Kamunting,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P060/N16,Kamunting,Kamunting,Mohamad Zahir Abdul Khalid,Mohamad Zahir Bin Abdul Khalid,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Kamunting,,National Front,Barisan Nasional,UMNO,,,,,,,
P060/N16,Kamunting,Kamunting,Muhd Fadhil Nuruddin,Muhd Fadhil Bin Nuruddin,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Kamunting,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P060/N17,Pokok Assam,Pokok Assam,Lee Li Kuan,Lee Li Kuan,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Pokok Assam,,National Front,Barisan Nasional,MCA,,,,,,,
P060/N17,Pokok Assam,Pokok Assam,Leow Thye Yih,Leow Thye Yih,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Pokok Assam,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P060/N18,Aulong,Aulong,Nga Kor Ming,Nga Kor Ming,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Aulong,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P060/N18,Aulong,Aulong,Soo Kay Ping,Soo Kay Ping,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Aulong,,National Front,Barisan Nasional,GERAKAN,,,,,,,
P061/N19,Chenderoh,Chenderoh,Khairul Anuar Musa,Khairul Anuar Bin Musa,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Chenderoh,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P061/N19,Chenderoh,Chenderoh,Mohammad Farid Faizi Azizan,Mohammad Farid Faizi Bin Azizan,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Chenderoh,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P061/N19,Chenderoh,Chenderoh,Zainun Mat Noor,Zainun Binti Mat Noor,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Chenderoh,,National Front,Barisan Nasional,UMNO,,,,,,,
P061/N20,Lubok Merbau,Lubok Merbau,Azizi Mohamed Ridzuwan,Azizi Bin Mohamed Ridzuwan,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Lubok Merbau,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P061/N20,Lubok Merbau,Lubok Merbau,Jurij Jalaluddin,Jurij Bin Jalaluddin,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Lubok Merbau,,National Front,Barisan Nasional,UMNO,,,,,,,
P061/N20,Lubok Merbau,Lubok Merbau,Zulkarnine Hashim,Zulkarnine Bin Hashim,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Lubok Merbau,,People’s Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,
P062/N21,Lintang,Lintang,Isran Fahmi Ismail,Isran Fahmi Bin Ismail,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Lintang,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P062/N21,Lintang,Lintang,Madhi Hasan,Madhi Bin Hasan,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Lintang,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P062/N21,Lintang,Lintang,Mohd Zolkafly Harun ,Mohd Zolkafly Bin Harun ,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Lintang,,National Front,Barisan Nasional,UMNO,,,,,,,
P062/N22,Jalong,Jalong,Loh Sze Yee,Loh Sze Yee,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Jalong,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P062/N22,Jalong,Jalong,Tan Lian Hoe,Tan Lian Hoe,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Jalong,,National Front,Barisan Nasional,GERAKAN,,,,,,,
P063/N23,Manjoi,Manjoi,Asmuni Awi,Asmuni Bin Awi,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Manjoi,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P063/N23,Manjoi,Manjoi,Mohamad Ziad Mohamed Zainal Abidin,Mohamad Ziad Bin Mohamed Zainal Abidin,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Manjoi,,National Front,Barisan Nasional,UMNO,,,,,,,
P063/N23,Manjoi,Manjoi,Mohd Hafez Sabri,Mohd Hafez BIn Sabri,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Manjoi,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P063/N24,Hulu Kinta,Hulu Kinta,Aminuddin Md Hanafiah,Aminuddin Bin Md Hanafiah,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Hulu Kinta,,National Front,Barisan Nasional,UMNO,,,,,,,
P063/N24,Hulu Kinta,Hulu Kinta,Mat Salleh Said,Mat Salleh Bin Said,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Hulu Kinta,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P063/N24,Hulu Kinta,Hulu Kinta,Muhamad Arafat Varisai Mahamad,Muhamad Arafat Bin Varisai Mahamad,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Hulu Kinta,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P063/N24,Hulu Kinta,Hulu Kinta,Murugiah Subramaniam,Murugiah Subramaniam,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Hulu Kinta,,Independent,Bebas,,,,,,,,
P064/N25,Canning,Canning,Jenny Choy Tsi Jen,Jenny Choy Tsi Jen,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Canning,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P064/N25,Canning,Canning,Liew Kar Tuan,Liew Kar Tuan,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Canning,,National Front,Barisan Nasional,GERAKAN,,,,,,,
P064/N26,Tebing Tinggi,Tebing Tinggi,Abdul Aziz Bari,Abdul Aziz Bin Bari,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Tebing Tinggi,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P064/N26,Tebing Tinggi,Tebing Tinggi,Khoo Boon Chuan,Khoo Boon Chuan,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Tebing Tinggi,,National Front,Barisan Nasional,MCA,,,,,,,
P064/N26,Tebing Tinggi,Tebing Tinggi,Mazlan Md Isa,Mazlan Bin Md Isa,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Tebing Tinggi,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P064/N27,Pasir Pinji,Pasir Pinji,Lee Chuan How,Lee Chuan How,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Pasir Pinji,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P064/N27,Pasir Pinji,Pasir Pinji,Ng Kai Cheong,Ng Kai Cheong,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Pasir Pinji,,National Front,Barisan Nasional,MCA,,,,,,,
P065/N28,Bercham,Bercham,Low Guo Nan,Low Guo Nan,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Bercham,,National Front,Barisan Nasional,MCA,,,,,,,
P065/N28,Bercham,Bercham,Ong Boon Piow,Ong Boon Piow,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Bercham,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P065/N29,Kepayang,Kepayang,Chang Kok Aun,Chang Kok Aun,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Kepayang,,National Front,Barisan Nasional,MCA,,,,,,,
P065/N29,Kepayang,Kepayang,Ko Chung Sen,Ko Chung Sen,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Kepayang,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P065/N30,Buntong,Buntong,Mohanarani Rasiah,Mohanarani A/P Rasiah,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Buntong,,Socialist Party of Malaysia,Parti Sosialis Malaysia,PSM,,,,,,,
P065/N30,Buntong,Buntong,Sivasubramaniam Athinarayanan,Sivasubramaniam A/L Athinarayanan,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Buntong,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P065/N30,Buntong,Buntong,Thangarani Thiagarajan,Thangarani A/P Thiagarajan,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Buntong,,National Front,Barisan Nasional,MIC,,,,,,,
P066/N31,Jelapang,Jelapang,Cheah Pou Hian,Cheah Pou Hian,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Jelapang,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P066/N31,Jelapang,Jelapang,Sarasyathy Muthu,Sarasyathy A/P Muthu,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Jelapang,,Socialist Party of Malaysia,Parti Sosialis Malaysia,PSM,,,,,,,
P066/N31,Jelapang,Jelapang,Thankaraj Krishnan,Thankaraj A/L Krishnan,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Jelapang,,National Front,Barisan Nasional,MIC,,,,,,,
P066/N32,Menglembu,Menglembu,Chaw Kam Foon,Chaw Kam Foon,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Menglembu,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P066/N32,Menglembu,Menglembu,Chin Kwai Leong,Chin Kwai Leong,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Menglembu,,Socialist Party of Malaysia,Parti Sosialis Malaysia,PSM,,,,,,,
P066/N32,Menglembu,Menglembu,Wong Kam Seng,Wong Kam Seng,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Menglembu,,National Front,Barisan Nasional,MCA,,,,,,,
P066/N33,Tronoh,Tronoh,Chin Kwai Heng,Chin Kwai Heng,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Tronoh,,Socialist Party of Malaysia,Parti Sosialis Malaysia,PSM,,,,,,,
P066/N33,Tronoh,Tronoh,Yong Choo Kiong,Yong Choo Kiong,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Tronoh,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P066/N33,Tronoh,Tronoh,Yuen Chan How,Yuen Chan How,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Tronoh,,National Front,Barisan Nasional,MCA,,,,,,,
P067/N34,Bukit Chandan,Bukit Chandan,Intan Norhani Mohamad Basir,Intan Norhani Binti Mohamad Basir,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Bukit Chandan,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P067/N34,Bukit Chandan,Bukit Chandan,Maslin Sham Razman,Maslin Sham Bin Razman,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Bukit Chandan,,National Front,Barisan Nasional,UMNO,,,,,,,
P067/N34,Bukit Chandan,Bukit Chandan,Mohamad Imran Abd Hamid,Mohamad Imran Bin Abd Hamid,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Bukit Chandan,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P067/N35,Manong,Manong,Jamil Dzulkarnain,Jamil Bin Dzulkarnain,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Manong,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P067/N35,Manong,Manong,Mohamad Isa Jaafar,Mohamad Isa BIn Jaafar,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Manong,,People’s Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,
P067/N35,Manong,Manong,Mohamad Zuraimi Razali,Mohamad Zuraimi BIn Razali,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Manong,,National Front,Barisan Nasional,UMNO,,,,,,,
P068/N36,Pengkalan Baharu,Pengkalan Baharu,Abdul Manaf Hashim,Abdul Manaf BIn Hashim,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Pengkalan Baharu,,National Front,Barisan Nasional,UMNO,,,,,,,
P068/N36,Pengkalan Baharu,Pengkalan Baharu,Murad Abdullah,Murad Bin Abdullah,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Pengkalan Baharu,,People’s Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,
P068/N36,Pengkalan Baharu,Pengkalan Baharu,Zakaria Hashim,Zakaria Bin Hashim,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Pengkalan Baharu,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P068/N37,Pantai Remis,Pantai Remis,Ho Kean Wei,Ho Kean Wei,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Pantai Remis,,National Front,Barisan Nasional,MCA,,,,,,,
P068/N37,Pantai Remis,Pantai Remis,Wong May Ing,Wong May Ing,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Pantai Remis,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P068/N38,Astaka,Astaka,Teng Keek Soong,Teng Keek Soong,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Astaka,,National Front,Barisan Nasional,MCA,,,,,,,
P068/N38,Astaka,Astaka,Teoh Yee Chern,Teoh Yee Chern,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Astaka,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P069/N39,Belanja,Belanja,Khairudin Abu Hanipah,Khairudin BIn Abu Hanipah,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Belanja,,National Front,Barisan Nasional,UMNO,,,,,,,
P069/N39,Belanja,Belanja,Mohd Zahid Abu Bakar,Mohd Zahid Bin Abu Bakar,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Belanja,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P069/N39,Belanja,Belanja,Yahanis Yahya,Yahanis BIn Yahya,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Belanja,,People’s Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,
P069/N40,Bota,Bota,Azrul Hakkim Azhar,Azrul Hakkim BIn Azhar,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Bota,,People’s Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,
P069/N40,Bota,Bota,Khairul Shahril Mohamed,Khairul Shahril Bin Mohamed,GE14 Candidate for Perak Assembly,,GE14 Candidate State Representative for Bota,,National Front,Barisan Nasional,UMNO,,,,,,,
