area_identifier,area_name_en,area_name_ms,person_name_en,person_name_ms,post_role_en,post_role_ms,post_label_en,post_label_ms,on_behalf_of_name_en,on_behalf_of_name_ms,actual_party,start_date,end_date,person_id,membership_id,post_id,area_id,on_behalf_of_id
P184/N42,Sungai Sibuga,Sungai Sibuga,Musa Aman,Musa bin Aman,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sungai Sibuga,,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P184/N42,Sungai Sibuga,Sungai Sibuga,Osman Enting,Osman bin Enting,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sungai Sibuga,,Parti Kebangsaan Sabah,Parti Kebangsaan Sabah,PKS,,,,,,,
P184/N42,Sungai Sibuga,Sungai Sibuga,Asmara Abdul Rahman,Asmara bin Abdul Rahman,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sungai Sibuga,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,
P185/N43,Sekong,Sekong,Samsudin Yahya,Samsudin bin Yahya,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sekong,,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P185/N43,Sekong,Sekong,Datu Mohd Faisal Datu Bachtiyal,Datu Mohd Faisal bin Datu Bachtiyal,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sekong,,Independent,Bebas,,,,,,,,545de8685222837c2c0586cc
P185/N43,Sekong,Sekong,Sahar Abdul Majid,Sahar bin Abdul Majid,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sekong,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P185/N43,Sekong,Sekong,Alias Rahmad Benjamin,Alias Rahmad bin Benjamin,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sekong,,Parti Kebangsaan Sabah,Parti Kebangsaan Sabah,PKS,,,,,,,
P185/N43,Sekong,Sekong,Abdul Rashid Abdul Rahman,Abdul Rashid bin Abdul Rahman,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sekong,,State Reform Party,Parti Reformasi Negeri,STAR,,,,,,,
P185/N43,Sekong,Sekong,Arifin Asgali,Arifin bin Asgali,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sekong,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,
P185/N44,Karamunting,Karamunting,Lim Kai Min,Lim Kai Min,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Karamunting,,National Front,Barisan Nasional,LDP,,,,,,,545de8605222837c2c05869e
P185/N44,Karamunting,Karamunting,Norsah Bongsu,Norsah binti Bongsu,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Karamunting,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P185/N44,Karamunting,Karamunting,Besarun Kecha,Besarun bin Kecha,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Karamunting,,State Reform Party,Parti Reformasi Negeri,STAR,,,,,,,
P185/N44,Karamunting,Karamunting,Hiew Vun Zin,Hiew Vun Zin,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Karamunting,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,
P186/N45,Elopura,Elopura,Chan Tzun Hei,Chan Tzun Hei,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Elopura,,National Front,Barisan Nasional,GERAKAN,,,,,,,545de8605222837c2c05869e
P186/N45,Elopura,Elopura,Calvin Chong Ket Kiun,Chong Ket Kiun,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Elopura,,Democratic Action Party,Parti Tindakan Demokratik,DAP,,,,,,,53631a3619ee29270d8a9e90
P186/N46,Tanjong Papat,Tanjong Papat,RaymondTan Shu Kiah,Tan Shu Kiah,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tanjong Papat,,National Front,Barisan Nasional,GERAKAN,,,,,,,545de8605222837c2c05869e
P186/N46,Tanjong Papat,Tanjong Papat,Jufazli Shi Ahmad,Jufazli bin Shi Ahmad,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tanjong Papat,,Independent,Bebas,,,,,,,,545de8685222837c2c0586cc
P186/N46,Tanjong Papat,Tanjong Papat,Poon Ming Fung @ Frankie,Poon Ming Fung @ Frankie,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tanjong Papat,,Democratic Action Party,Parti Tindakan Demokratik,DAP,,,,,,,53631a3619ee29270d8a9e90
P187/N47,Kuamut,Kuamut,Masiung Banah,Masiung bin Banah,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Kuamut,,National Front,Barisan Nasional,UPKO,,,,,,,545de8605222837c2c05869e
P187/N47,Kuamut,Kuamut,Jumaidin Lakalla,Jumaidin bin Lakalla,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Kuamut,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P187/N47,Kuamut,Kuamut,Edward Podok,Edward Podok,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Kuamut,,Love Sabah Party,Parti Cinta Sabah,PCS,,,,,,,dd1a7e65fb264f2aa9e4ea701a118796
P187/N47,Kuamut,Kuamut,James Ait,James bin Ait,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Kuamut,,Homeland Solidarity Party,Parti Solidariti Tanah Airku,SOLIDARITI,,,,,,,fc5e41d58c544584880373aadaa6f494
P187/N47,Kuamut,Kuamut,Norfaizah Chua,Norfaizah Chua @ Giak Kiang,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Kuamut,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,
P187/N48,Sukau,Sukau,Saddi Abdul Rahman,Saddi bin Abdul Rahman,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sukau,,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P187/N48,Sukau,Sukau,Muariffidin Abdul Malek,Muariffidin bin Abdul Malek,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sukau,,Sabah People's Hope Party,Parti Harapan Rakyat Sabah,HR,,,,,,,
P187/N48,Sukau,Sukau,Abdulgani Kosui,Abdulgani bin Kosui,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sukau,,Sabah People's Unity Party,Parti Perpaduan Rakyat Sabah,PPRS,,,,,,,
P187/N48,Sukau,Sukau,Mohd Ismail Ayob,Mohd Ismail bin Ayob,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sukau,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,
P188/N49,Tungku,Tungku,Mizma Appehdullah,Mizma binti Appehdullah,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tungku,,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P188/N49,Tungku,Tungku,Bulangan Panasi,Bulangan Panasi,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tungku,,Sabah People's Hope Party,Parti Harapan Rakyat Sabah,HR,,,,,,,
P188/N49,Tungku,Tungku,Abd RahmanTaggoh,Abd Rahman bin Taggoh,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tungku,,Parti Kebangsaan Sabah,Parti Kebangsaan Sabah,PKS,,,,,,,
P188/N49,Tungku,Tungku,Assaffal P Alian,Assaffal @ Samsul Kamal bin P Alian,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tungku,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,
P188/N50,Lahad Datu,Lahad Datu,Mohammad Yusof Apdal,Mohammad Yusof bin Apdal,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Lahad Datu,,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P188/N50,Lahad Datu,Lahad Datu,Wong Yu Chin,Wong Yu Chin,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Lahad Datu,,Sabah People's Hope Party,Parti Harapan Rakyat Sabah,HR,,,,,,,
P188/N50,Lahad Datu,Lahad Datu,Dumi Pg. Masdal,Dumi bin Pg. Masdal,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Lahad Datu,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,
P188/N51,Kunak,Kunak,Nilwan Kabang,Nilwan bin Kabang,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Kunak,,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P188/N51,Kunak,Kunak,Sahing Taking,Sahing bin Taking,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Kunak,,Sabah People's Hope Party,Parti Harapan Rakyat Sabah,HR,,,,,,,
P188/N51,Kunak,Kunak,Kasman Karate,Kasman bin Karate,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Kunak,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P188/N51,Kunak,Kunak,Norazlinah Arif,Norazlinah binti Arif,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Kunak,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,
P189/N52,Sulabayan,Sulabayan,Harman Mohamad,Harman bin Mohamad,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sulabayan,,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P189/N52,Sulabayan,Sulabayan,Untung Tanjong Baru,Untung bin Tanjong Baru,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sulabayan,,Sabah People's Hope Party,Parti Harapan Rakyat Sabah,HR,,,,,,,
P189/N52,Sulabayan,Sulabayan,Abdul Nasir Ab Raup,Abdul Nasir bin Ab Raup,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sulabayan,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P189/N52,Sulabayan,Sulabayan,Jaujan Sambakong,Jaujan bin Sambakong,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sulabayan,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,
P189/N53,Senaliang,Senaliang,Nasir Sakaran,Nasir bin Sakaran,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Senaliang,,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P189/N53,Senaliang,Senaliang,Mohd Shafie Apdal,Mohd Shafie bin Apdal,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Senaliang,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,
P189/N54,Bugaya,Bugaya,Razak Sakaran Dandai,Razak bin Sakaran Dandai,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Bugaya,,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P189/N54,Bugaya,Bugaya,Abd. Muksin Mohammad Hassan,Abd. Muksin bin Mohammad Hassan,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Bugaya,,Independent,Bebas,,,,,,,,545de8685222837c2c0586cc
P189/N54,Bugaya,Bugaya,Mahamod Sarahil,Mahamod bin Sarahil,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Bugaya,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P189/N54,Bugaya,Bugaya,Kulli Maralam,Kulli bin Maralam,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Bugaya,,Parti Kebangsaan Sabah,Parti Kebangsaan Sabah,PKS,,,,,,,
P189/N54,Bugaya,Bugaya,Said Tiblan,Mohammad Said bin Tiblan,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Bugaya,,Sabah People's Unity Party,Parti Perpaduan Rakyat Sabah,PPRS,,,,,,,
P189/N54,Bugaya,Bugaya,Manis Buka Mohd Darah,Manis Buka binti Mohd Darah,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Bugaya,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,
P190/N55,Balung,Balung,Osman Jamal,Osman bin Jamal @ Jamar,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Balung,,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P190/N55,Balung,Balung,Razali Hamzah,Razali bin Hamzah,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Balung,,Sabah People's Hope Party,Parti Harapan Rakyat Sabah,HR,,,,,,,
P190/N55,Balung,Balung,Amboase Ramano,Amboase bin Ramano,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Balung,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P190/N55,Balung,Balung,Alipa Jackery,Alipa bin Jackery,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Balung,,United Sabah National Organisation,Pertubuhan Kebangsaan Sabah Bersatu,USNO,,,,,,,
P190/N55,Balung,Balung,Andi Rus Diana Andi Paladjareng,Andi Rus Diana bt Andi Paladjareng,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Balung,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,
P190/N56,Apas,Apas,Nizam Abu Bakar Titingan,Nizam bin Abu Bakar Titingan,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Apas,,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P190/N56,Apas,Apas,Alizaman Jijurahman,Alizaman bin Jijurahman,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Apas,,Sabah People's Hope Party,Parti Harapan Rakyat Sabah,HR,,,,,,,
P190/N56,Apas,Apas,Daud Jalaluddin,Daud bin Jalaluddin,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Apas,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P190/N56,Apas,Apas,Abdul Salip Ejal,Abdul Salip bin Ejal,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Apas,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,
P190/N57,Sri Tanjong,Sri Tanjong,Lo Su Fui,Lo Su Fui,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sri Tanjong,,National Front,Barisan Nasional,PBS,,,,,,,545de8605222837c2c05869e
P190/N57,Sri Tanjong,Sri Tanjong,Wong Sze Phin @ Jimmy,Wong Sze Phin @ Jimmy,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sri Tanjong,,Democratic Action Party,Parti Tindakan Demokratik,DAP,,,,,,,53631a3619ee29270d8a9e90
P190/N57,Sri Tanjong,Sri Tanjong,Pang Thou Chung,Pang Thou Chung,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sri Tanjong,,Sabah People's Hope Party,Parti Harapan Rakyat Sabah,HR,,,,,,,
P190/N57,Sri Tanjong,Sri Tanjong,Leong Yun Fui,Leong Yun Fui,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sri Tanjong,,Parti Kebangsaan Sabah,Parti Kebangsaan Sabah,PKS,,,,,,,
P191/N58,Merotai,Merotai,Lim Ting Khai,Lim Ting Khai,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Merotai,,National Front,Barisan Nasional,LDP,,,,,,,545de8605222837c2c05869e
P191/N58,Merotai,Merotai,Arbaani Akum,Arbaani bin Akum,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Merotai,,National Trust Party,Parti Amanah Negara,AMANAH,,,,,,,a89f3a10339448db9969e106d42cbcfe
P191/N58,Merotai,Merotai,Sharatha Masyaroh John Ridwan Lincon,Sharatha Masyaroh binti John Ridwan Lincon,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Merotai,,Sabah People's Hope Party,Parti Harapan Rakyat Sabah,HR,,,,,,,
P191/N58,Merotai,Merotai,Ahmad Dullah,Ahmad bin Dullah,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Merotai,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P191/N58,Merotai,Merotai,Azizul Tandek,Azizul bin Tandek,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Merotai,,Parti Kebangsaan Sabah,Parti Kebangsaan Sabah,PKS,,,,,,,
P191/N58,Merotai,Merotai,Mohd Nasir Sumadi,Mohd Nasir bin Sumadi,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Merotai,,United Sabah National Organisation,Pertubuhan Kebangsaan Sabah Bersatu,USNO,,,,,,,
P191/N58,Merotai,Merotai,Sarifuddin Hata,Sarifuddin bin Hata,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Merotai,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,
P191/N59,Tanjong Batu,Tanjong Batu,Hamisa Samat,Hamisa binti Samat,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tanjong Batu,,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P191/N59,Tanjong Batu,Tanjong Batu,Usman Madeaming,Usman bin Madeaming,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tanjong Batu,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P191/N59,Tanjong Batu,Tanjong Batu,Ardi Arsah @ Samsi,Ardi bin Arsah @ Samsi,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tanjong Batu,,Sabah People's Unity Party,Parti Perpaduan Rakyat Sabah,PPRS,,,,,,,
P191/N59,Tanjong Batu,Tanjong Batu,Ismail Senang,Ismail bin Senang,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tanjong Batu,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,
P191/N60,Sebatik,Sebatik,Abd Muis Picho,Abd Muis bin Picho,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sebatik,,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P191/N60,Sebatik,Sebatik,Roslan Ramli,Roslan bin Ramli,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sebatik,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P191/N60,Sebatik,Sebatik,Yusri Yunus,Yusri bin Yunus,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sebatik,,Sabah People's Unity Party,Parti Perpaduan Rakyat Sabah,PPRS,,,,,,,
P191/N60,Sebatik,Sebatik,Hassan A Gani Pg Amir,Hassan A Gani Pg Amir,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sebatik,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,
