area_identifier,area_name_en,area_name_ms,person_name_en,person_name_sl,post_role_en,post_role_ms,post_label_en,post_label_ms,on_behalf_of_name_en,on_behalf_of_name_ms,actual_party,start_date,end_date,person_id,membership_id,post_id,area_id,on_behalf_of_id
P142/N05,Tenang,Tenang,Mohd Solihan Badri,Mohd Solihan Bin Badri,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Tenang,,People's Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,
P142/N05,Tenang,Tenang,Nasharudin Awang,Nasharudin Bin Awang,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Tenang,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P142/N06,Bekok,Bekok,Ramakrishnan Suppiah,Ramakrishnan A/L Suppiah,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Bekok,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P142/N06,Bekok,Bekok,Tan Chong,Tan Chong,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Bekok,,National Front,Barisan Nasional,MCA,,,,,,,
P143/N07,Bukit Kepong,Bukit Kepong,Mohd Noor Taib,Mohd Noor Bin Taib,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Bukit Kepong,,National Front,Barisan Nasional,UMNO,,,,,,,
P143/N07,Bukit Kepong,Bukit Kepong,Muhamad Nur Iqbal Abd Razak,Muhamad Nur Iqbal Bin Abd Razak,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Bukit Kepong,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P143/N07,Bukit Kepong,Bukit Kepong,Sahruddin Jamal,Sahruddin Bin Jamal,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Bukit Kepong,,People's Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,
P143/N08,Bukit Pasir,Bukit Pasir,Najib Lep,Najib Bin Lep,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Bukit Pasir,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P143/N08,Bukit Pasir,Bukit Pasir,Noriah Mahat,Noriah Binti Mahat,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Bukit Pasir,,National Front,Barisan Nasional,UMNO,,,,,,,
P144/N09,Gambir,Gambir,M Asojan Muniyandy,M Asojan A/L Muniyandy,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Gambir,,National Front,Barisan Nasional,MIC,,,,,,,
P144/N09,Gambir,Gambir,Mahfodz Mohamed,Mahfodz Bin Mohamed,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Gambir,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P144/N09,Gambir,Gambir,Mahiaddin Md Yasin,Mahiaddin BIn Md Yasin,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Gambir,,People's Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,
P144/N10,Tangkak,Tangkak,Ee Chin Li,Ee Chin Li,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Tangkak,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P144/N10,Tangkak,Tangkak,Goh Tee Tee,Goh Tee Tee,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Tangkak,,National Front,Barisan Nasional,MCA,,,,,,,
P144/N11,Serom,Serom,Abdull Rahim Talib,Abdull Rahim Bin Talib,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Serom,,National Front,Barisan Nasional,UMNO,,,,,,,
P144/N11,Serom,Serom,Faizul Amri Adnan,Faizul Amri Bin Adnan,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Serom,,People's Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P144/N11,Serom,Serom,Mustaffa Salleh,Mustaffa Bin Salleh,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Serom,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P145/N12,Bentayan,Bentayan,Lee Kim Heng,Lee Kim Heng,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Bentayan,,National Front,Barisan Nasional,MCA,,,,,,,
P145/N12,Bentayan,Bentayan,Ng Yak Howe,Ng Yak Howe,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Bentayan,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P145/N13,Simpang Jeram,Simpang Jeram,Ahmad Hashim,Ahmad Bin Hashim,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Simpang Jeram,,Independent,Bebas,,,,,,,,
P145/N13,Simpang Jeram,Simpang Jeram,Mohd Mazri Yahya,Mohd Mazri Bin Yahya,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Simpang Jeram,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P145/N13,Simpang Jeram,Simpang Jeram,Mohd Radzi Amin,Mohd Radzi Bin Amin,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Simpang Jeram,,National Front,Barisan Nasional,UMNO,,,,,,,
P145/N13,Simpang Jeram,Simpang Jeram,Salahuddin Ayub,Salahuddin Bin Ayub,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Simpang Jeram,,People's Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P145/N14,Bukit Naning,Bukit Naning,Azman Ibrahim,Azman Bin Ibrahim,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Bukit Naning,,Malaysian Islamic Party,Malaysian Islamic Party,PAS,,,,,,,
P145/N14,Bukit Naning,Bukit Naning,Hassan Johari,Hassan Bin Johari,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Bukit Naning,,National Front,National Front,UMNO,,,,,,,
P145/N14,Bukit Naning,Bukit Naning,Jeganathan Subramaniam,Jeganathan A/L Subramaniam,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Bukit Naning,,Independent,Bebas,,,,,,,,
P145/N14,Bukit Naning,Bukit Naning,Md Ysahrudin Kusni,Md Ysahrudin Bin Kusni,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Bukit Naning,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P146/N15,Maharani,Maharani,Ashari Md Sarip,Ashari Bin Md Sarip,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Maharani,,National Front,National Front,UMNO,,,,,,,
P146/N15,Maharani,Maharani,Mohammad Taslim,Mohammad Bin Taslim,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Maharani,,Malaysian Islamic Party,Malaysian Islamic Party,PAS,,,,,,,
P146/N15,Maharani,Maharani,Nor Hayati Bachok,Nor Hayati Binti Bachok,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Maharani,,People's Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P146/N16,Sungai Balang,Sungai Balang,Cheman Yusoh,Cheman Bin Yusoh,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Sungai Balang,,Malaysian Islamic Party,Malaysian Islamic Party,PAS,,,,,,,
P146/N16,Sungai Balang,Sungai Balang,Na'im Jusri,Na'im Bin Jusri,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Sungai Balang,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P146/N16,Sungai Balang,Sungai Balang,Zaiton Ismail,Zaiton Binti Ismail,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Sungai Balang,,National Front,National Front,UMNO,,,,,,,
P147/N17,Sermerah,Sermerah,Adnan Othman,Adnan Bin Othman,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Semerah,,Malaysian Islamic Party,Malaysian Islamic Party,PAS,,,,,,,
P147/N17,Sermerah,Sermerah,Mohd Ismail Roslan,Mohd Ismail Bin Roslan,GE14 Candidate for Johor State Assembly,,GE14 Candidate State Representative for Semerah,,National Front,National Front,UMNO,,,,,,,
